era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FL_2017_000088_SDN,0.7988737,0.10587206,0.8840997,0.09360146
FL_2010_000139_SDN,0.78245103,0.0860145,0.946711,0.081430875
FL_2019_000064_SDN,0.77914935,0.08245313,0.9162458,0.07554734
FL_2011_000120_SDN,0.77403784,0.07720082,0.9105041,0.07029167
FL_2001_000417_SDN,0.76795036,0.07133973,0.95693856,0.06826773
FL_1998_000251_SDN,0.76094186,0.065090075,1.0143452,0.066023804
FL_2006_000123_SDN,0.7640935,0.06783677,0.94127035,0.06385274
FL_2020_000176_SDN,0.7708097,0.07404091,0.8040923,0.059535727
FL_2008_000125_SDN,0.7575464,0.06224329,0.95544803,0.05947023
FF_2021_000090_SDN,0.71606433,0.03544218,0.926814,0.03284831
FL_2003_000368_SDN,0.72772056,0.041653015,0.7739832,0.032238733
FL_2018_000128_SDN,0.708132,0.03170607,0.8455793,0.026809996
FF_2013_000091_SDN,0.7063074,0.030898517,0.8372304,0.025869178
TC_2011_000159_MEX,0.69046855,0.02462856,0.9568239,0.023565194
FL_2005_000129_SDN,0.69116086,0.024876619,0.8087722,0.020119518
FL_2016_000072_SDN,0.6503686,0.013539277,1.1762762,0.015925929
FL_2009_000166_SDN,0.649501,0.0133597525,1.0149262,0.013559163
FL_2014_000098_SDN,0.65068173,0.013604612,0.9721936,0.013226317
FL_2017_000137_SSD,0.6505754,0.013582395,0.8092389,0.010991403
FL_2012_000129_SDN,0.6076988,0.006868846,0.8644121,0.0059375134
FL_2004_000116_CAF,0.5702156,0.0036340493,0.968065,0.003517996
FL_2011_000133_MEX,0.56145763,0.003112934,1.0335511,0.0032173763
FL_2015_000053_CAF,0.54944545,0.002507528,1.0203326,0.0025585126
FL_2019_000098_CAF,0.54277396,0.0022191673,1.0637088,0.0023605477
FL_2008_000086_MEX,0.541084,0.002151032,1.005329,0.002162495
FL_2007_000151_TCD,0.5431217,0.0022334256,0.84078753,0.0018778364
FL_2016_000137_ARG,0.53445315,0.0019015005,0.8106816,0.0015415114
FL_2015_000110_ARG,0.5335418,0.0018693235,0.7477015,0.0013976961
FL_2001_000521_TCD,0.5190133,0.0014183543,0.94110596,0.0013348217
FL_2008_000154_MEX,0.51485145,0.0013086377,0.917053,0.00120009
FL_2020_000192_TCD,0.5143552,0.0012960782,0.9044446,0.0011722309
FL_2010_000150_MEX,0.50767785,0.0011373187,0.91553116,0.0010412507
ST_2011_000073_CAF,0.49700326,0.000919586,0.96249735,0.00088509906
FL_2009_000135_MEX,0.4982876,0.00094362773,0.91321385,0.0008617339
FL_2022_000321_CAF,0.49664325,0.00091294653,0.9402243,0.0008583745
FL_2000_000255_ARG,0.4947507,0.0008787478,0.8734751,0.0007675643
FL_2009_000129_CAF,0.4705738,0.0005324484,0.99070364,0.0005274986
FL_1998_000329_BEN,0.47858953,0.0006304229,0.7914725,0.0004989624
FL_2017_000054_BFA,0.4694194,0.00051952957,0.9450916,0.00049100304
FL_2008_000038_ARG,0.46549445,0.00047768885,0.9231435,0.00044097536
FL_1999_000391_MEX,0.45716393,0.00039876733,1.0888255,0.00043418803
FL_2022_000213_IND,0.4597746,0.00042213357,0.96600187,0.00040778183
FL_2009_000186_TCD,0.45370293,0.00036958625,1.0251122,0.00037886735
FL_2009_000251_SAU,0.45324683,0.00036588768,0.91587317,0.0003351067
FL_2021_000123_CAF,0.44306904,0.00029155068,1.1221387,0.00032716032
FL_2011_000091_BEN,0.44360104,0.00029507035,0.83375144,0.00024601532
FL_2000_000002_AGO,0.43310305,0.00023222687,1.0213292,0.00023718008
FL_1999_000265_TCD,0.431575,0.00022416242,0.95849025,0.00021485749
FL_2019_000009_ARG,0.43252826,0.00022916318,0.8652103,0.00019827434
FL_2022_000277_SDN,0.42259076,0.00018163519,1.0500658,0.0001907289
FL_2008_000095_SUR,0.425504,0.00019455234,0.9582623,0.00018643218
FL_2021_000078_GTM,0.42490768,0.00019184295,0.89551735,0.00017179869
FL_2020_000132_UGA,0.41893977,0.00016653897,1.012349,0.00016859556
FL_2002_000510_MEX,0.419416,0.00016844187,0.9863962,0.00016615042
FL_1998_000080_ARG,0.41733894,0.00016028358,1.0277863,0.00016473727
FL_2008_000102_CIV,0.41930938,0.00016801411,0.96661395,0.00016240479
FL_2007_000165_BEN,0.41449338,0.00014968422,1.0376525,0.0001553202
FL_2012_000063_RUS,0.41411892,0.0001483374,1.0289865,0.00015263718
FL_2022_000365_PAN,0.42146042,0.00017683489,0.83668804,0.00014795564
FL_2011_000118_GTM,0.41861832,0.00016526555,0.8702339,0.00014381968
FF_2007_000083_IND,0.4080124,0.00012785965,0.9571735,0.00012238386
FL_2013_000055_UGA,0.40561128,0.000120531404,1.0139558,0.00012221352
FL_2006_000068_CHN,0.42090154,0.00017450389,0.69276685,0.00012089051
FL_2020_000154_CIV,0.40997097,0.00013413158,0.8812828,0.000118207856
FL_2011_000106_GHA,0.4084197,0.00012914179,0.9071847,0.000117155454
FL_2021_000145_BEN,0.40722728,0.00012542053,0.9318955,0.00011687882
FL_2000_000299_GTM,0.40531057,0.0001196408,0.95779145,0.000114590934
FL_2013_000112_CAF,0.39580238,9.4359144e-05,1.0773013,0.000101653226
FL_2007_000141_NGA,0.39856464,0.00010115506,0.9242004,9.348755e-05
FL_2015_000024_ARG,0.40861285,0.00012975383,0.7008421,9.093694e-05
FL_2022_000287_TCD,0.39859062,0.00010122104,0.8895736,9.004356e-05
FL_2017_000075_CHN,0.4017521,0.00010954226,0.78603387,8.610393e-05
FL_2013_000125_BFA,0.39489114,9.220913e-05,0.8623751,7.951885e-05
MS_2011_000110_UGA,0.39240795,8.6572116e-05,0.9127906,7.902221e-05
FL_2010_000161_MYS,0.39458972,9.150771e-05,0.8439323,7.722631e-05
FL_2020_000200_BFA,0.389209,7.976801e-05,0.9510621,7.586433e-05
FL_2009_000172_BFA,0.38887805,7.9092315e-05,0.9374597,7.414586e-05
FL_2015_000064_IND,0.3933679,8.871336e-05,0.79790676,7.078499e-05
FL_2013_000108_SSD,0.38222072,6.65491e-05,1.0398287,6.919966e-05
FL_2009_000127_BEN,0.38901216,7.93655e-05,0.8563633,6.79657e-05
FL_2003_000316_IND,0.38842234,7.817034e-05,0.86255586,6.7426285e-05
FL_2019_000118_SEN,0.38356394,6.892514e-05,0.9711181,6.693445e-05
FL_2018_000046_RUS,0.38779572,7.691837e-05,0.8558146,6.582786e-05
FL_2021_000108_SSD,0.38766944,7.666828e-05,0.8508698,6.523472e-05
FL_1999_000413_CAF,0.37379238,5.324814e-05,1.184197,6.3056286e-05
FL_2016_000081_GTM,0.3816141,6.5500404e-05,0.91829944,6.0148985e-05
