latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
34.75,65.25,0.25169092,-2.0557642,2.0711143,280.03738,101076.93,73734.6,-2.3283064e-08,2007-06-29,1000,888.6138,0.006738235,297.6932,0.27978206,-1.3096696,-0.04635948,1.3392209,-2.3283064e-05,FF-2007-000091-AFG,center
34.75,65.25,0.25169092,-2.0557642,2.0711143,280.03738,101076.93,73734.6,-2.3283064e-08,2007-06-29,850,14354.739,0.006738179,290.3091,0.25634497,-1.3415413,-0.04282677,1.3658133,-2.3283064e-05,FF-2007-000091-AFG,center
34.75,65.25,0.25169092,-2.0557642,2.0711143,280.03738,101076.93,73734.6,-2.3283064e-08,2007-06-29,500,57084.473,0.002019432,270.24487,3.218934,-0.38192558,0.05493164,3.2415125,-2.3283064e-05,FF-2007-000091-AFG,center
34.75,65.25,0.25169092,-2.0557642,2.0711143,280.03738,101076.93,73734.6,-2.3283064e-08,2007-06-29,250,107970.4,7.137854e-05,240.21927,21.240116,3.4887724,0.023219109,21.524733,-2.3283064e-05,FF-2007-000091-AFG,center
34.75,65.5,-0.79244953,-1.6806674,1.8581225,279.62216,101091.664,73153.32,1.168903e-05,2007-06-29,1000,890.15875,0.0067415773,297.66724,-0.5862069,-1.0624284,0.06865728,1.2134218,0.01168903,FF-2007-000091-AFG,center
34.75,65.5,-0.79244953,-1.6806674,1.8581225,279.62216,101091.664,73153.32,1.168903e-05,2007-06-29,850,14352.174,0.006741372,290.3028,-0.5754701,-1.0296259,0.07218611,1.1795318,0.01168903,FF-2007-000091-AFG,center
34.75,65.5,-0.79244953,-1.6806674,1.8581225,279.62216,101091.664,73153.32,1.168903e-05,2007-06-29,500,57083.64,0.0019110413,270.4262,3.2148046,0.06530762,0.10572624,3.215468,0.01168903,FF-2007-000091-AFG,center
34.75,65.5,-0.79244953,-1.6806674,1.8581225,279.62216,101091.664,73153.32,1.168903e-05,2007-06-29,250,107976.69,7.323554e-05,240.137,21.228348,3.4569216,-0.032917976,21.507977,0.01168903,FF-2007-000091-AFG,center
34.75,65.75,-1.4142784,-1.4988675,2.0607734,278.55783,101140.22,71624.36,6.3224696e-05,2007-06-29,1000,944.8518,0.006727372,297.6871,-1.1494831,-1.258835,0.13738814,1.7046926,0.063224696,FF-2007-000091-AFG,center
34.75,65.75,-1.4142784,-1.4988675,2.0607734,278.55783,101140.22,71624.36,6.3224696e-05,2007-06-29,850,14394.497,0.0067273234,290.14362,-1.1840141,-1.3231211,0.09505665,1.775539,0.063224696,FF-2007-000091-AFG,center
34.75,65.75,-1.4142784,-1.4988675,2.0607734,278.55783,101140.22,71624.36,6.3224696e-05,2007-06-29,500,57084.055,0.0018476336,270.70203,3.1900282,-0.18236351,0.25344276,3.1952364,0.063224696,FF-2007-000091-AFG,center
34.75,65.75,-1.4142784,-1.4988675,2.0607734,278.55783,101140.22,71624.36,6.3224696e-05,2007-06-29,250,107978.78,7.5017015e-05,240.0499,21.31857,3.4945636,-0.05779934,21.603086,0.063224696,FF-2007-000091-AFG,center
34.75,66.0,-0.72461367,-2.0536084,2.1776989,277.43726,101190.484,69820.41,0.00024125725,2007-06-29,1000,987.0819,0.006623339,297.6963,-0.5632162,-1.6824569,0.032036602,1.7742248,0.24125725,FF-2007-000091-AFG,center
