era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FF_2018_000030_KEN,0.8209094,0.13897996,0.8036416,0.111690074
FF_2006_000046_KEN,0.8192012,0.1361149,0.52667356,0.071688116
FL_2007_000221_KEN,0.79275477,0.09803669,0.70068425,0.068692766
FL_2013_000004_KEN,0.76979804,0.07307486,0.7427557,0.05427677
FL_2010_000003_KEN,0.7601392,0.06440676,0.7951241,0.05121137
FL_2004_000020_KEN,0.7706716,0.073908366,0.6696443,0.049492314
FL_2007_000076_KEN,0.772265,0.07545076,0.6252061,0.04717228
FF_2012_000062_KEN,0.7293917,0.042619478,0.5640347,0.024038864
FL_2009_000218_KEN,0.70827174,0.03176868,0.59102803,0.01877618
FL_2008_000217_KEN,0.71238047,0.03366046,0.5391872,0.018149288
FL_2013_000038_KEN,0.69228435,0.02528396,0.6280354,0.015879223
FL_2021_000038_KEN,0.6971429,0.02711553,0.5224405,0.014166251
FL_2019_000138_KEN,0.6778165,0.020470168,0.6025003,0.012333283
FL_2002_000265_KEN,0.6692053,0.01801332,0.5834132,0.010509209
FL_2020_000128_KEN,0.65894467,0.01543439,0.67781544,0.010461668
FL_1997_000255_KEN,0.65947646,0.015559404,0.66929346,0.010413808
FL_2015_000169_KEN,0.67012626,0.018262759,0.5584638,0.01019909
FL_2016_000042_KEN,0.6578853,0.015188046,0.5821792,0.008842164
FF_2008_000092_KEN,0.642029,0.0118999835,0.7032348,0.008368483
FL_2007_000139_KEN,0.6285349,0.009622636,0.5968051,0.005742838
FL_2010_000174_KEN,0.61349684,0.0075530666,0.63866997,0.0048239166
FL_2013_000019_PER,0.6076083,0.006858626,0.6590404,0.0045201117
FL_2011_000115_KEN,0.5903325,0.0051400457,0.6690093,0.0034387384
FL_2011_000198_PER,0.57000494,0.0036206471,0.6673141,0.002416109
FL_2008_000089_IND,0.5384356,0.0020480356,0.84409976,0.0017287463
FL_2003_000051_PER,0.5495973,0.0025144678,0.555876,0.0013977323
FL_2017_000014_PER,0.5445451,0.0022926547,0.58940184,0.0013512949
FL_2019_000015_PER,0.5416857,0.0021750724,0.54063576,0.001175922
FL_2008_000031_PER,0.5334378,0.0018656827,0.6254586,0.0011669073
FL_1999_000160_PER,0.5351301,0.0019257223,0.59874475,0.0011530161
FL_2019_000034_BOL,0.51615715,0.001342207,0.8007893,0.001074825
FL_2006_000031_PER,0.5364259,0.0019728646,0.5410141,0.0010673475
FL_2003_000012_BOL,0.4989415,0.0009560847,0.90733224,0.00086748647
FL_1998_000392_IND,0.4907389,0.00081003696,0.9175663,0.00074326264
FL_1999_000235_IRN,0.48795843,0.0007652939,0.9705135,0.00074272807
FL_2021_000066_GUY,0.48274133,0.00068729755,0.9759811,0.00067078945
FL_2009_000261_PER,0.5127107,0.0012552312,0.5,0.0006276156
FL_2008_000213_PER,0.5040538,0.0010586897,0.5800931,0.00061413855
FL_2007_000009_PER,0.50369257,0.0010511276,0.5080888,0.0005340662
FL_2021_000019_PER,0.4928003,0.0008447138,0.6154121,0.00051984715
FL_2012_000067_RWA,0.4716268,0.0005444834,0.9018898,0.00049106404
FL_2015_000153_IRQ,0.46922207,0.0005173498,0.9319408,0.00048213938
FL_2001_000117_PER,0.49431682,0.0008710716,0.5291409,0.0004609196
FL_2012_000153_IDN,0.45987183,0.00042302697,0.889682,0.00037635947
FL_2009_000226_PRY,0.4561957,0.00039040195,0.94584394,0.00036925933
FL_2008_000198_BLZ,0.45076627,0.00034634912,1.0561028,0.00036578026
FL_2002_000077_PER,0.4772804,0.00061338913,0.568449,0.00034868045
FL_2019_000033_PRY,0.4551307,0.00038138294,0.91126764,0.00034754194
FL_2006_000172_COG,0.45291233,0.00036319633,0.9309407,0.00033811425
FL_1997_000530_PER,0.4727318,0.0005573759,0.59043515,0.00032909433
FL_2006_000145_GIN,0.441272,0.00027993912,1.0224991,0.00028623748
FL_2014_000154_IDN,0.43477112,0.00024132754,1.0975909,0.0002648789
FL_2020_000202_GIN,0.43460083,0.00024038398,1.0869398,0.00026128293
FL_2015_000105_GIN,0.43582416,0.00024723672,1.0462055,0.0002586604
FF_2009_000229_SOM,0.4391495,0.00026676196,0.9339344,0.00024913816
FL_2009_000132_GHA,0.4309923,0.00022115419,1.0064578,0.00022258236
FL_2015_000011_PER,0.4559622,0.0003884083,0.54952973,0.00021344192
TC_2011_000119_PHL,0.44630337,0.00031354628,0.6620514,0.00020758374
FL_2001_000180_IRN,0.4245686,0.00019031747,1.051287,0.0002000783
FL_2016_000114_EGY,0.42266798,0.00018196735,0.96051925,0.00017478314
FL_2007_000231_BOL,0.4275206,0.00020397197,0.84257853,0.0001718624
FL_1997_000207_SYC,0.42431366,0.00018917781,0.89674884,0.00016964498
FL_2011_000020_BOL,0.42581412,0.00019597496,0.8232307,0.0001613326
FL_2012_000098_GTM,0.41625765,0.00015617887,0.98310935,0.00015354091
FL_2022_000305_GIN,0.41643524,0.00015684646,0.9609107,0.00015071544
FL_2013_000041_GHA,0.40415663,0.00011627786,1.1800832,0.00013721755
FL_2009_000117_GTM,0.4094166,0.00013232879,1.0247544,0.00013560451
FL_2006_000112_ETH,0.42118433,0.00017567989,0.756348,0.00013287514
FL_2015_000093_GUY,0.40914357,0.000131449,0.99545425,0.00013085146
TC_2011_000095_PHL,0.42350292,0.00018559408,0.70320135,0.00013051
FL_2013_000076_PRY,0.411405,0.00013889789,0.9115895,0.00012661786
FL_2007_000189_NIC,0.4036886,0.000114938346,1.0768983,0.00012377692
FL_2018_000092_MNG,0.40786028,0.00012738377,0.9576843,0.000121993435
FL_2003_000316_IND,0.40980583,0.00013359229,0.86255586,0.00011523081
FF_2011_000049_IRQ,0.40211082,0.00011052424,0.99793434,0.000110295936
FL_2009_000045_BOL,0.40687948,0.00012435348,0.879085,0.000109317276
FL_2010_000259_AUS,0.4048087,0.00011816759,0.8544154,0.000100964215
TC_2012_000127_CHN,0.4128128,0.00014372474,0.6831463,9.8185024e-05
FL_2008_000180_NIC,0.3990249,0.0001023293,0.9545746,9.768095e-05
FL_2011_000131_GIN,0.39735484,9.812623e-05,0.98051786,9.621452e-05
FL_2013_000070_IND,0.39723235,9.782416e-05,0.9582631,9.3741284e-05
FF_2022_000274_IRN,0.39294702,8.776876e-05,0.9809513,8.609689e-05
FL_2014_000030_PRY,0.391644,8.490139e-05,0.95569146,8.113953e-05
FL_2007_000217_SRB,0.3857317,7.292111e-05,1.0599597,7.7293436e-05
FL_2017_000083_GIN,0.3835742,6.894357e-05,1.0913374,7.52407e-05
FL_1999_000213_IND,0.3943922,9.105066e-05,0.8230437,7.493867e-05
FL_2019_000084_IND,0.3907194,8.291821e-05,0.8934423,7.4082636e-05
FL_2001_000332_IND,0.3899069,8.120997e-05,0.9017205,7.322869e-05
FL_2002_000225_ETH,0.4112525,0.00013838388,0.5280131,7.3068506e-05
FL_2011_000059_CHN,0.39913338,0.00010260784,0.6954059,7.1354094e-05
FL_2017_000095_GHA,0.38416874,7.0019705e-05,0.9967736,6.9793794e-05
