latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
30.75,68.5,-0.5686276,1.890122,1.9738032,293.95822,100009.59,82884.24,5.606562e-07,2007-06-18,1000,23.215149,0.015448933,306.0404,-0.5403572,1.9159639,-0.040100932,1.9907043,0.0005606562,FF-2007-000082-PAK,center
30.75,68.5,-0.5686276,1.890122,1.9738032,293.95822,100009.59,82884.24,5.606562e-07,2007-06-18,850,13686.47,0.015449281,296.81284,-0.61509204,1.9267517,-0.08499539,2.0225506,0.0005606562,FF-2007-000082-PAK,center
30.75,68.5,-0.5686276,1.890122,1.9738032,293.95822,100009.59,82884.24,5.606562e-07,2007-06-18,500,57058.387,0.00011680368,272.7243,13.907893,-3.47208,0.23475695,14.334743,0.0005606562,FF-2007-000082-PAK,center
30.75,68.5,-0.5686276,1.890122,1.9738032,293.95822,100009.59,82884.24,5.606562e-07,2007-06-18,250,107809.664,1.8937397e-05,237.51703,15.601346,-7.006701,-0.18800688,17.10251,0.0005606562,FF-2007-000082-PAK,center
30.75,68.75,0.068891525,3.8316772,3.8322966,295.04254,100019.62,83315.29,8.063391e-06,2007-06-18,1000,19.665588,0.01556359,305.98706,-0.08530009,3.8075075,-0.21422958,3.8084629,0.008063391,FF-2007-000082-PAK,center
30.75,68.75,0.068891525,3.8316772,3.8322966,295.04254,100019.62,83315.29,8.063391e-06,2007-06-18,850,13685.63,0.015563782,296.7014,-0.094257355,3.8088727,-0.22578609,3.8100388,0.008063391,FF-2007-000082-PAK,center
30.75,68.75,0.068891525,3.8316772,3.8322966,295.04254,100019.62,83315.29,8.063391e-06,2007-06-18,500,57043.816,0.0001184009,272.9092,14.5404625,-3.6344914,0.22353554,14.987815,0.008063391,FF-2007-000082-PAK,center
30.75,68.75,0.068891525,3.8316772,3.8322966,295.04254,100019.62,83315.29,8.063391e-06,2007-06-18,250,107793.086,2.1644053e-05,237.26901,15.941314,-7.036129,-0.14092636,17.425056,0.008063391,FF-2007-000082-PAK,center
30.75,69.0,0.8794515,4.263134,4.352901,295.3516,100030.1,83372.32,0.00028469786,2007-06-18,1000,14.283997,0.015531808,305.97504,1.0031472,4.5312285,-0.14841914,4.640941,0.28469786,FF-2007-000082-PAK,center
30.75,69.0,0.8794515,4.263134,4.352901,295.3516,100030.1,83372.32,0.00028469786,2007-06-18,850,13685.75,0.015532173,296.6002,0.9945009,4.3030477,-0.07987571,4.416475,0.28469786,FF-2007-000082-PAK,center
