ImageName,URL
a-y-jackson_a-copse-evening-1918.jpg,https://uploads2.wikiart.org/00292/images/a-y-jackson/a-y-jackson-a-copse-evening-1918.jpg
a-y-jackson_algoma-in-november-1935.jpg,https://uploads6.wikiart.org/images/a-y-jackson/algoma-in-november-1935.jpg
a-y-jackson_early-spring-quebec-1923.jpg,https://uploads7.wikiart.org/images/a-y-jackson/early-spring-quebec-1923.jpg
a-y-jackson_entrance-to-halifax-harbour-1919.jpg,https://uploads6.wikiart.org/images/a-y-jackson/entrance-to-halifax-harbour-1919.jpg
a-y-jackson_first-snow-algoma-country-1920.jpg,https://uploads4.wikiart.org/images/a-y-jackson/first-snow-algoma-country-1920.jpg
a-y-jackson_frozen-lake-early-spring-algonquin-park-1914.jpg,https://uploads8.wikiart.org/images/a-y-jackson/frozen-lake-early-spring-algonquin-park-1914.jpg
a-y-jackson_grey-day-laurentians-1928.jpg,https://uploads8.wikiart.org/images/a-y-jackson/grey-day-laurentians-1928.jpg
a-y-jackson_hills-at-great-bear-lake-1953.jpg,https://uploads3.wikiart.org/images/a-y-jackson/hills-at-great-bear-lake-1953.jpg
a-y-jackson_houses-st-urbain-1934.jpg,https://uploads4.wikiart.org/images/a-y-jackson/houses-st-urbain-1934.jpg
a-y-jackson_indian-home-1927.jpg,https://uploads7.wikiart.org/images/a-y-jackson/indian-home-1927.jpg
a-y-jackson_maple-woods-algoma-1920.jpg,https://uploads5.wikiart.org/images/a-y-jackson/maple-woods-algoma-1920.jpg
a-y-jackson_march-storm-georgian-bay-1920.jpg,https://uploads3.wikiart.org/images/a-y-jackson/march-storm-georgian-bay-1920.jpg
a-y-jackson_nellie-lake-1933.jpg,https://uploads8.wikiart.org/images/a-y-jackson/nellie-lake-1933.jpg
a-y-jackson_night-pine-island-1921.jpg,https://uploads4.wikiart.org/images/a-y-jackson/night-pine-island-1921.jpg
a-y-jackson_north-shore-lake-superior-1926.jpg,https://uploads3.wikiart.org/images/a-y-jackson/north-shore-lake-superior-1926.jpg
a-y-jackson_october-morning-algoma-wartz-lake-1920.jpg,https://uploads2.wikiart.org/images/a-y-jackson/october-morning-algoma-wartz-lake-1920.jpg
a-y-jackson_river-st-urbain-1930.jpg,https://uploads3.wikiart.org/images/a-y-jackson/river-st-urbain-1930.jpg
a-y-jackson_skeena-crossing-1926.jpg,https://uploads2.wikiart.org/images/a-y-jackson/skeena-crossing-1926.jpg
a-y-jackson_smart-river-alaska-1945.jpg,https://uploads6.wikiart.org/images/a-y-jackson/smart-river-alaska-1945.jpg
a-y-jackson_st-john-s-newfoundland-1951.jpg,https://uploads0.wikiart.org/images/a-y-jackson/st-john-s-newfoundland-1951.jpg
a-y-jackson_terre-sauvage-1913.jpg,https://uploads1.wikiart.org/images/a-y-jackson/terre-sauvage-1913.jpg
a-y-jackson_the-beothic-at-bache-post-ellesmere-island-1928.jpg,https://uploads3.wikiart.org/images/a-y-jackson/the-beothic-at-bache-post-ellesmere-island-1928.jpg
a-y-jackson_the-edge-of-the-maple-wood-1910.jpg,https://uploads4.wikiart.org/images/a-y-jackson/the-edge-of-the-maple-wood-1910.jpg
a-y-jackson_the-red-maple-1914.jpg,https://uploads1.wikiart.org/images/a-y-jackson/the-red-maple-1914.jpg
a-y-jackson_the-road-to-st-fidele-1930.jpg,https://uploads8.wikiart.org/images/a-y-jackson/the-road-to-st-fidele-1930.jpg
a-y-jackson_the-winter-road-quebec-1921.jpg,https://uploads1.wikiart.org/images/a-y-jackson/the-winter-road-quebec-1921.jpg
a-y-jackson_valley-of-the-gouffre-river-1933.jpg,https://uploads6.wikiart.org/images/a-y-jackson/valley-of-the-gouffre-river-1933.jpg
a-y-jackson_wilderness-deese-bay.jpg,https://uploads2.wikiart.org/images/a-y-jackson/wilderness-deese-bay.jpg
a-y-jackson_winter-morning-charlevoix-county-1933.jpg,https://uploads2.wikiart.org/images/a-y-jackson/winter-morning-charlevoix-county-1933.jpg
abbott-handerson-thayer_a-bride-1895.jpg,https://uploads5.wikiart.org/00123/images/abbott-handerson-thayer/a-bride-1895.jpg
abbott-handerson-thayer_a-study-of-an-old-woman-1890.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/a-study-of-an-old-woman-1890.jpg
abbott-handerson-thayer_a-virgin-1893.jpg,https://uploads3.wikiart.org/00168/images/abbott-handerson-thayer/thayer-a-virgin.jpg
abbott-handerson-thayer_a-virgin-study-1891.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/a-virgin-study-1891.jpg
abbott-handerson-thayer_a-winged-figure-1904.jpg,https://uploads4.wikiart.org/00123/images/abbott-handerson-thayer/a-winged-figure-1904.jpg
abbott-handerson-thayer_at-the-market-place-paris-1875.jpg,https://uploads5.wikiart.org/00123/images/abbott-handerson-thayer/at-the-market-place-paris-1875.jpg
abbott-handerson-thayer_azores.jpg,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/azores.jpg
abbott-handerson-thayer_below-mount-monadnock-1913.jpg,https://uploads1.wikiart.org/00123/images/abbott-handerson-thayer/below-mount-monadnock-1913.jpg
abbott-handerson-thayer_brother-and-sister-1889.jpg,https://uploads7.wikiart.org/00123/images/abbott-handerson-thayer/brother-and-sister-1889.jpg
abbott-handerson-thayer_capri-1901.jpg,https://uploads2.wikiart.org/00123/images/abbott-handerson-thayer/capri-1901.jpg
abbott-handerson-thayer_dublin-pond-new-hampshire-1894.jpg,https://uploads5.wikiart.org/00123/images/abbott-handerson-thayer/dublin-pond-new-hampshire-1894.jpg
abbott-handerson-thayer_frog-1915.jpg,https://uploads2.wikiart.org/00123/images/abbott-handerson-thayer/frog-1915.jpg
abbott-handerson-thayer_girl-arranging-her-hair-1919.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/girl-arranging-her-hair-1919.jpg
abbott-handerson-thayer_head-of-a-boy-recto-1919.jpg,https://uploads7.wikiart.org/00123/images/abbott-handerson-thayer/head-of-a-boy-recto-1919.jpg
abbott-handerson-thayer_jessie-jay-burge-1880.jpg,https://uploads5.wikiart.org/00123/images/abbott-handerson-thayer/jessie-jay-burge-1880.jpg
abbott-handerson-thayer_margaret-mackittrick-1903.jpg,https://uploads0.wikiart.org/00123/images/abbott-handerson-thayer/margaret-mackittrick-1903.jpg
abbott-handerson-thayer_monadnock-angel-1921.jpg,https://uploads4.wikiart.org/00123/images/abbott-handerson-thayer/monadnock-angel-1921.jpg
abbott-handerson-thayer_monadnock-in-winter-1904.jpg,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/monadnock-in-winter-1904.jpg
abbott-handerson-thayer_monadnock-no-2-1912.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/monadnock-no-2-1912.jpg
abbott-handerson-thayer_my-children-1897.jpg,https://uploads0.wikiart.org/00123/images/abbott-handerson-thayer/my-children-1897.jpg
abbott-handerson-thayer_peacock-in-the-woods-1907.jpg,https://uploads0.wikiart.org/00123/images/abbott-handerson-thayer/peacock-in-the-woods-1907.jpg
abbott-handerson-thayer_portrait-of-a-woman-1888.jpg,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/portrait-of-a-woman-1888.jpg
abbott-handerson-thayer_portrait-of-bessie-price-1897.jpg,https://uploads4.wikiart.org/00123/images/abbott-handerson-thayer/portrait-of-bessie-price-1897.jpg
abbott-handerson-thayer_road-at-nantucket-1881.jpg,https://uploads6.wikiart.org/00123/images/abbott-handerson-thayer/road-at-nantucket-1881.jpg
abbott-handerson-thayer_seated-angel-1921.jpg,https://uploads1.wikiart.org/00123/images/abbott-handerson-thayer/seated-angel-1921.jpg
abbott-handerson-thayer_still-life-with-rhododendron-1886.jpg,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/still-life-with-rhododendron-1886.jpg
abbott-handerson-thayer_study-of-alma-wollerman-1908.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/study-of-alma-wollerman-1908.jpg
abbott-handerson-thayer_the-angel-1903.jpg,https://uploads7.wikiart.org/00123/images/abbott-handerson-thayer/the-angel-1903.jpg
abbott-handerson-thayer_the-garden-1884.jpg,https://uploads8.wikiart.org/00123/images/abbott-handerson-thayer/the-garden-1884.jpg
abbott-handerson-thayer_tigers-head-1874.jpg,https://uploads1.wikiart.org/00123/images/abbott-handerson-thayer/tiger-s-head-1874.jpg
abbott-handerson-thayer_view-to-monadnock.jpg,https://uploads1.wikiart.org/00123/images/abbott-handerson-thayer/view-to-monadnock.jpg
abbott-handerson-thayer_water-lilies.jpg,https://uploads5.wikiart.org/00123/images/abbott-handerson-thayer/water-lilies.jpg
abbott-handerson-thayer_waterlilies-1884.jpg,https://uploads0.wikiart.org/00123/images/abbott-handerson-thayer/waterlilies-1884.jpg
abbott-handerson-thayer_winged-figure-seated-upon-a-rock-1903.jpg,https://uploads3.wikiart.org/00123/images/abbott-handerson-thayer/winged-figure-seated-upon-a-rock-1903.jpg
abdul-mati-klarwein_indian-summer-1957.jpg,https://uploads8.wikiart.org/00218/images/abdul-mati-klarwein/indian-summer-1957-1.jpg
abdullah-suriosubroto_air-terjun.jpg,https://uploads3.wikiart.org/images/abdullah-suriosubroto/air-terjun.jpg
abdullah-suriosubroto_bamboo-forest.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/bamboo-forest.jpg
abdullah-suriosubroto_indonesian-landscape-1.jpg,https://uploads5.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-1.jpg
abdullah-suriosubroto_indonesian-landscape-2.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-2.jpg
abdullah-suriosubroto_indonesian-landscape-4.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-4.jpg
abdullah-suriosubroto_indonesian-landscape-5.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-5.jpg
abdullah-suriosubroto_indonesian-landscape-6.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-6.jpg
abdullah-suriosubroto_indonesian-landscape-7.jpg,https://uploads6.wikiart.org/images/abdullah-suriosubroto/indonesian-landscape-7.jpg
abdullah-suriosubroto_landscape-mountain.jpg,https://uploads2.wikiart.org/images/abdullah-suriosubroto/landscape-mountain.jpg
abdullah-suriosubroto_landscape-of-paddy-field.jpg,https://uploads8.wikiart.org/images/abdullah-suriosubroto/landscape-of-paddy-field.jpg
abdullah-suriosubroto_menuju-danau.jpg,https://uploads5.wikiart.org/images/abdullah-suriosubroto/menuju-danau.jpg
