era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FL_2011_000108_SEN,0.5773607,0.004115969,1.0198193,0.0041975444
FL_2021_000061_MYS,0.552359,0.0026437126,1.106576,0.0029254688
FL_2003_000220_NAM,0.5453589,0.002327148,1.0994327,0.0025585426
FL_2012_000200_BFA,0.51753837,0.0013785595,0.9016484,0.0012429759
FL_2022_000276_GMB,0.505688,0.0010935196,0.9115523,0.0009968004
FL_1997_000299_PRY,0.49872917,0.00095202355,1.0116756,0.000963139
FL_2016_000084_PHL,0.49804944,0.00093912747,0.9382311,0.0008811186
FF_2016_000034_YEM,0.47894782,0.0006351583,1.0684917,0.0006786614
FF_2005_000067_IDN,0.47070324,0.0005339147,1.2156141,0.0006490342
FL_2008_000095_SUR,0.4815732,0.0006708463,0.9582623,0.00064284675
FL_2003_000196_ARG,0.4910705,0.00081552734,0.77798855,0.00063447095
FL_2021_000043_YEM,0.4694941,0.00052035705,0.99539846,0.0005179626
FL_2020_000161_BGD,0.46061113,0.0004298771,0.8802037,0.00037837942
FL_2013_000103_YEM,0.4466018,0.00031564926,1.1663833,0.00036816802
FL_2002_000321_HTI,0.45537364,0.00038342367,0.933236,0.00035782479
FL_2019_000118_SEN,0.4520961,0.00035670373,0.9711181,0.00034640144
FL_2017_000053_THA,0.44718498,0.0003197953,1.0758839,0.0003440626
FL_1999_000548_YEM,0.44161057,0.00028209452,1.1413376,0.00032196508
FL_2011_000091_BEN,0.45280582,0.0003623431,0.83375144,0.00030210408
FL_1998_000213_KGZ,0.43517447,0.00024357575,1.21331,0.0002955329
FL_2000_000375_CHL,0.4348913,0.00024199553,1.0781069,0.00026089704
FL_2005_000070_YEM,0.43044174,0.00021834526,1.1646006,0.00025428503
FL_2008_000102_CIV,0.43652493,0.000251241,0.96661395,0.00024285306
FL_2020_000198_SEN,0.43477923,0.00024137255,0.9830738,0.00023728702
FL_2012_000056_PRY,0.43140495,0.00022328072,0.9356011,0.00020890169
FL_1998_000329_BEN,0.43797085,0.0002596881,0.7914725,0.00020553598
FL_2010_000259_AUS,0.43092322,0.00022079996,0.8544154,0.0001886549
FL_2011_000106_GHA,0.42262322,0.00018177474,0.9071847,0.00016490326
FL_2021_000110_YEM,0.41570544,0.00015411932,1.0518543,0.00016211106
FL_2012_000051_TJK,0.42531973,0.00019371146,0.8079027,0.00015650001
FL_2020_000052_COD,0.405927,0.000121472905,1.1500152,0.0001396957
FL_2010_000118_GHA,0.41801405,0.00016289539,0.80361235,0.00013090475
FL_2007_000131_SEN,0.40049538,0.00010616347,1.181218,0.0001254022
FL_2018_000154_GHA,0.4055127,0.000120238765,0.93809277,0.00011279512
FL_1998_000040_URY,0.40546703,0.000120103454,0.86432457,0.000103808365
FL_2013_000041_GHA,0.3929063,8.767787e-05,1.1800832,0.00010346718
FL_2016_000025_SRB,0.39321902,8.837821e-05,1.0363306,9.158904e-05
FL_2018_000028_BWA,0.39360595,8.9251706e-05,0.9907342,8.842472e-05
FL_2013_000083_THA,0.3881592,7.7642355e-05,0.9636208,7.4817784e-05
FL_2007_000125_PHL,0.38839218,7.810967e-05,0.94382703,7.372202e-05
FF_2007_000080_BGD,0.39431754,9.087846e-05,0.7823137,7.109546e-05
FL_2008_000091_SOM,0.38401413,6.973841e-05,0.9762243,6.808033e-05
FF_2019_000054_YEM,0.37795734,5.9487797e-05,1.1422937,6.795253e-05
FL_2008_000205_IDN,0.38079637,6.411033e-05,1.0573292,6.7785724e-05
FL_2012_000172_MLI,0.38205642,6.626359e-05,1.0092568,6.687698e-05
FL_2000_000741_LKA,0.39143297,8.444502e-05,0.773201,6.5292974e-05
FL_2006_000062_THA,0.38189325,6.5981134e-05,0.9624907,6.3506224e-05
FL_2009_000132_GHA,0.37720263,5.8310547e-05,1.0064578,5.8687107e-05
FL_2018_000425_LKA,0.38208005,6.6304594e-05,0.82418966,5.464756e-05
ST_2012_000064_COD,0.37678057,5.7661375e-05,0.9408423,5.425026e-05
FL_1997_000207_SYC,0.37856507,6.045127e-05,0.89674884,5.420961e-05
FL_2005_000105_HTI,0.37555274,5.580966e-05,0.94335043,5.264807e-05
FL_2015_000027_CHL,0.3723142,5.1179515e-05,1.0118141,5.1784154e-05
FL_2022_000287_TCD,0.37545064,5.5658114e-05,0.8895736,4.951199e-05
FL_2009_000120_BWA,0.37061894,4.889631e-05,0.9861709,4.8220118e-05
FF_2008_000063_PHL,0.37008432,4.8195536e-05,0.99624646,4.801463e-05
FL_2005_000100_KGZ,0.36808056,4.5648736e-05,1.0362864,4.7305162e-05
FL_2002_000522_KHM,0.3681153,4.569185e-05,0.99701285,4.555536e-05
FL_2010_000195_MLI,0.37038273,4.8585563e-05,0.9309933,4.5232835e-05
FL_2020_000172_MMR,0.37276325,5.180013e-05,0.81048506,4.1983232e-05
FL_2012_000063_RUS,0.36346793,4.024028e-05,1.0289865,4.1406704e-05
ST_2015_000041_PRY,0.36825687,4.5867866e-05,0.867431,3.978721e-05
FL_2001_000314_GHA,0.36382222,4.0634248e-05,0.9691801,3.9381906e-05
FL_2019_000032_BOL,0.36373267,4.0534334e-05,0.94160855,3.8167476e-05
FL_2006_000125_THA,0.3607003,3.727908e-05,0.9164628,3.416489e-05
FL_2006_000120_BFA,0.35776946,3.4358378e-05,0.9378729,3.222379e-05
FL_2010_000152_THA,0.35600042,3.2696793e-05,0.91716826,2.9988461e-05
FF_2007_000049_TJK,0.35917622,3.5733516e-05,0.8384857,2.9962042e-05
FL_2001_000407_IDN,0.35262528,2.9725861e-05,1.0004923,2.9740497e-05
FL_2020_000019_MDG,0.35310853,3.0135752e-05,0.9003532,2.713282e-05
FL_1999_000259_KHM,0.34862453,2.6520358e-05,0.9768089,2.5905321e-05
FL_2013_000074_HTI,0.3441387,2.3298893e-05,1.1045153,2.5733985e-05
FL_2005_000153_THA,0.3485939,2.6497062e-05,0.9010399,2.387491e-05
FL_2020_000164_IND,0.3503785,2.7885257e-05,0.85554564,2.385711e-05
FL_1993_000013_PHL,0.34507403,2.3939921e-05,0.99634016,2.3852304e-05
FL_2011_000063_HTI,0.34840316,2.6352438e-05,0.887437,2.3386128e-05
FL_2010_000072_RUS,0.3493315,2.7063095e-05,0.8621805,2.3333272e-05
FL_2019_000156_DJI,0.33277065,1.6651375e-05,1.3936139,2.3205588e-05
FL_2020_000202_GIN,0.34057057,2.0992838e-05,1.0869398,2.2817952e-05
FL_2007_000153_GHA,0.34880322,2.6656608e-05,0.8293104,2.2106602e-05
FL_2013_000002_PSE,0.34674373,2.512385e-05,0.87009674,2.186018e-05
FL_2007_000181_HTI,0.34293693,2.2497932e-05,0.95558167,2.1498612e-05
FF_2009_000107_THA,0.34483203,2.3772564e-05,0.8892001,2.1138565e-05
FL_2013_000013_BWA,0.34330264,2.2739001e-05,0.9272107,2.1083844e-05
FL_2017_000095_GHA,0.34063146,2.1030399e-05,0.9967736,2.0962547e-05
FL_2022_000201_ZAF,0.33425486,1.740914e-05,1.140637,1.985751e-05
FL_2015_000171_PRY,0.34223732,2.2043152e-05,0.87393427,1.9264266e-05
FL_2006_000047_COD,0.343126,2.2622275e-05,0.8044205,1.8197821e-05
FL_2010_000075_TJK,0.34365815,2.2975579e-05,0.76079047,1.74796e-05
FL_2007_000151_TCD,0.3389843,2.0035306e-05,0.84078753,1.6845435e-05
FL_1998_000203_BGD,0.33659905,1.8669336e-05,0.88722044,1.6563816e-05
FL_2011_000156_HTI,0.33416957,1.7364766e-05,0.9382714,1.6292863e-05
FL_2012_000089_CUB,0.32774746,1.4301889e-05,1.1319994,1.618973e-05
FL_2018_000004_COD,0.3246107,1.29905775e-05,1.2094611,1.5711597e-05
FL_2005_000110_BIH,0.33271194,1.662202e-05,0.93885887,1.560573e-05
FL_2021_000108_SSD,0.3356962,1.8174569e-05,0.8508698,1.5464191e-05
FL_2021_000173_IDN,0.3260318,1.357062e-05,1.0521748,1.4278664e-05
FL_2016_000061_RUS,0.32568792,1.3428158e-05,1.0524762,1.4132816e-05
FL_2003_000481_HND,0.3173551,1.0362267e-05,1.3495917,1.398483e-05
FL_2009_000127_BEN,0.33178613,1.6165242e-05,0.8563633,1.3843321e-05
FL_2014_000005_IDN,0.32010096,1.1294573e-05,1.2218149,1.3799877e-05
FL_2012_000140_MMR,0.33200884,1.627408e-05,0.82945573,1.34986285e-05
FL_2015_000064_IND,0.33257842,1.6555437e-05,0.79790676,1.3209696e-05
FL_1997_000177_MMR,0.3294219,1.50495935e-05,0.8550848,1.2868678e-05
FL_2019_000081_MMR,0.33056736,1.5581156e-05,0.8171662,1.2732394e-05
FL_2012_000110_IND,0.3260463,1.35766495e-05,0.9083701,1.2332622e-05
FF_2012_000107_SLB,0.32174918,1.1889799e-05,1.0347154,1.2302558e-05
FL_2013_000095_PHL,0.3261881,1.363581e-05,0.88946986,1.2128642e-05
FL_2010_000115_MMR,0.3255883,1.3387137e-05,0.8942148,1.1970977e-05
FL_2018_000034_BLR,0.31927535,1.1006618e-05,1.0691061,1.1767242e-05
FL_2005_000129_SDN,0.32611462,1.3605132e-05,0.8087722,1.10034525e-05
FL_2013_000125_BFA,0.32396096,1.2732884e-05,0.8623751,1.0980521e-05
FL_2009_000102_HTI,0.32183826,1.1922758e-05,0.87422323,1.0423152e-05
FL_2007_000129_PAK,0.3227659,1.2270896e-05,0.83807874,1.0283977e-05
FL_2015_000080_MMR,0.32174808,1.1889391e-05,0.8473781,1.0074809e-05
FL_2010_000092_LKA,0.31882274,1.0851579e-05,0.8488423,9.21128e-06
FL_2009_000247_MYS,0.31706864,1.0269111e-05,0.89669496,9.20826e-06
FL_2021_000068_SUR,0.31246802,8.8727e-06,1.0353024,9.185927e-06
FF_2008_000199_LKA,0.31880647,1.0846042e-05,0.8020625,8.699203e-06
