latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
-8.0,125.25,1.1934026,1.1910973,1.6860969,300.1807,101109.5,101083.4,0.0015462758,2006-02-10,1000,961.6515,0.017503038,299.40356,1.272938,1.7646916,0.02739495,2.1758924,1.5462759,FF-2006-000022-TLS,center
-8.0,125.25,1.1934026,1.1910973,1.6860969,300.1807,101109.5,101083.4,0.0015462758,2006-02-10,850,14834.041,0.011157014,291.06714,3.651823,2.2956011,-0.003009677,4.3134203,1.5462759,FF-2006-000022-TLS,center
-8.0,125.25,1.1934026,1.1910973,1.6860969,300.1807,101109.5,101083.4,0.0015462758,2006-02-10,500,57601.965,0.0022231685,268.1353,1.3538895,0.65199137,0.027897358,1.5027007,1.5462759,FF-2006-000022-TLS,center
-8.0,125.25,1.1934026,1.1910973,1.6860969,300.1807,101109.5,101083.4,0.0015462758,2006-02-10,250,107577.016,4.0794766e-05,232.92015,-6.23806,-2.3751373,0.015790105,6.674928,1.5462759,FF-2006-000022-TLS,center
-8.0,125.5,1.8284745,1.8271201,2.5848958,299.96756,101112.34,100977.43,0.0011163922,2006-02-10,1000,964.0967,0.017231883,299.46576,1.9954889,1.9553778,0.041377544,2.7938285,1.1163923,FF-2006-000022-TLS,center
-8.0,125.5,1.8284745,1.8271201,2.5848958,299.96756,101112.34,100977.43,0.0011163922,2006-02-10,850,14831.904,0.010829424,291.222,3.9506326,2.389071,0.051183105,4.616834,1.1163923,FF-2006-000022-TLS,center
-8.0,125.5,1.8284745,1.8271201,2.5848958,299.96756,101112.34,100977.43,0.0011163922,2006-02-10,500,57601.64,0.0023955607,268.1552,1.3701954,0.84453654,0.030104518,1.6095582,1.1163923,FF-2006-000022-TLS,center
-8.0,125.5,1.8284745,1.8271201,2.5848958,299.96756,101112.34,100977.43,0.0011163922,2006-02-10,250,107580.12,4.241735e-05,232.93687,-6.4346313,-2.1790285,0.007713914,6.793574,1.1163923,FF-2006-000022-TLS,center
-8.0,125.75,2.1425714,1.3368094,2.5254052,299.77808,101122.29,100525.81,0.0006624358,2006-02-10,1000,961.28467,0.017092483,299.49622,2.1455636,1.3212883,-0.05723083,2.519771,0.66243577,FF-2006-000022-TLS,center
-8.0,125.75,2.1425714,1.3368094,2.5254052,299.77808,101122.29,100525.81,0.0006624358,2006-02-10,850,14828.386,0.01030197,291.40186,3.9541345,2.387888,0.026726902,4.6192193,0.66243577,FF-2006-000022-TLS,center
-8.0,125.75,2.1425714,1.3368094,2.5254052,299.77808,101122.29,100525.81,0.0006624358,2006-02-10,500,57600.17,0.0024837588,268.17432,1.2175179,1.132487,0.007297635,1.6627918,0.66243577,FF-2006-000022-TLS,center
-8.0,125.75,2.1425714,1.3368094,2.5254052,299.77808,101122.29,100525.81,0.0006624358,2006-02-10,250,107581.41,4.4345157e-05,232.96225,-6.574131,-2.0109348,0.002427578,6.874813,0.66243577,FF-2006-000022-TLS,center
