latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
45.0,17.0,0.2351036,-2.9737253,2.9830046,273.17807,101256.96,98452.234,0.0005424768,2009-02-13,1000,984.4684,0.00211622,273.3428,0.19348836,-2.2781048,-0.048183784,2.2863069,0.5424768,FL-2009-000044-BIH,center
45.0,17.0,0.2351036,-2.9737253,2.9830046,273.17807,101256.96,98452.234,0.0005424768,2009-02-13,850,13508.814,0.0012183795,263.61264,-0.9317417,-17.990482,-0.5457989,18.014593,0.5424768,FL-2009-000044-BIH,center
45.0,17.0,0.2351036,-2.9737253,2.9830046,273.17807,101256.96,98452.234,0.0005424768,2009-02-13,500,51835.17,0.0003603215,240.43758,-1.6339703,-3.3277483,-0.2545507,3.7072587,0.5424768,FL-2009-000044-BIH,center
45.0,17.0,0.2351036,-2.9737253,2.9830046,273.17807,101256.96,98452.234,0.0005424768,2009-02-13,250,96598.21,3.7441787e-06,224.10147,-0.5688305,-0.63757706,0.0001950264,0.8544429,0.5424768,FL-2009-000044-BIH,center
45.0,17.25,1.0704665,-3.033668,3.2169926,273.4054,101229.945,98855.79,8.22451e-05,2009-02-13,1000,959.90063,0.0020927135,273.42023,0.79407835,-2.2717428,0.011154145,2.4065278,0.0822451,FL-2009-000044-BIH,center
45.0,17.25,1.0704665,-3.033668,3.2169926,273.4054,101229.945,98855.79,8.22451e-05,2009-02-13,850,13481.672,0.0011482816,263.49118,-0.27906752,-17.57258,-0.41525102,17.574797,0.0822451,FL-2009-000044-BIH,center
45.0,17.25,1.0704665,-3.033668,3.2169926,273.4054,101229.945,98855.79,8.22451e-05,2009-02-13,500,51825.375,0.00036491454,240.49763,-1.0118122,-3.6054769,-0.23924851,3.7447598,0.0822451,FL-2009-000044-BIH,center
45.0,17.25,1.0704665,-3.033668,3.2169926,273.4054,101229.945,98855.79,8.22451e-05,2009-02-13,250,96593.67,3.7766004e-06,223.96976,-0.6455002,0.04574585,-0.0009467602,0.64711916,0.0822451,FL-2009-000044-BIH,center
45.0,17.5,1.649141,-3.0328898,3.4522583,273.4943,101195.72,98931.19,9.173341e-05,2009-02-13,1000,933.0043,0.0020974148,273.48294,1.3150923,-2.3592186,-0.002858892,2.7009962,0.09173341,FL-2009-000044-BIH,center
45.0,17.5,1.649141,-3.0328898,3.4522583,273.4943,101195.72,98931.19,9.173341e-05,2009-02-13,850,13453.094,0.0011802763,263.38754,0.40816832,-16.798592,-0.4075166,16.803549,0.09173341,FL-2009-000044-BIH,center
