era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FF_2018_000042_ETH,0.92869294,0.47722307,0.7719748,0.36840418
FL_2020_000126_ETH,0.8403002,0.1755273,0.5952762,0.104487225
FL_1997_000270_ETH,0.8132938,0.12661195,0.7433363,0.09411526
FF_2012_000081_ETH,0.83543813,0.1656315,0.50853294,0.084229074
FL_2005_000064_ETH,0.8147116,0.12883648,0.6197414,0.0798453
FL_2015_000161_ETH,0.7914421,0.09642541,0.7447156,0.0718095
FL_2013_000050_ETH,0.79367566,0.09918149,0.64325315,0.06379881
FL_2014_000152_ETH,0.7791965,0.082503036,0.73676634,0.06078546
FL_2003_000204_KEN,0.7822348,0.08577708,0.63810176,0.054734506
FL_2002_000225_ETH,0.78927976,0.093823075,0.5280131,0.049539816
FL_2016_000045_ETH,0.7760245,0.079205334,0.5278052,0.041804988
FL_2006_000169_SOM,0.7228104,0.038926367,0.79268193,0.030856228
FL_2017_000139_ETH,0.7401167,0.04931762,0.5628477,0.027758308
FL_2011_000124_ETH,0.6951381,0.02634577,0.64151573,0.016901227
FF_2008_000227_ETH,0.6678779,0.017659191,0.84323263,0.014890806
FL_2007_000161_UGA,0.6802826,0.021227242,0.59205383,0.01256767
FL_2010_000179_ETH,0.6779186,0.020501025,0.5841634,0.011975949
FL_2019_000116_ETH,0.6614555,0.01603269,0.636504,0.010204871
FF_2008_000141_ETH,0.6533268,0.014167878,0.6379465,0.009038348
FL_2007_000145_ETH,0.6188853,0.0082433075,0.6774504,0.0055844323
FL_2006_000112_ETH,0.5872472,0.004877637,0.756348,0.003689191
FL_2022_000356_ETH,0.52777857,0.0016769399,0.70584893,0.0011836663
FL_2009_000265_MAR,0.44080055,0.00027696267,0.9080391,0.00025149292
FL_2019_000014_MWI,0.41396275,0.00014777898,1.0461642,0.00015460108
FL_2001_000314_GHA,0.4148368,0.000150929,0.9691801,0.00014627738
FL_2003_000227_CHN,0.41742617,0.00016061893,0.73656005,0.00011830549
FL_2015_000123_NER,0.40496677,0.000118629825,0.98117614,0.00011639675
FL_2008_000239_NIC,0.40649763,0.00012319133,0.92611206,0.00011408898
FL_2010_000245_MAR,0.40257967,0.0001118197,0.9379498,0.00010488126
FL_2021_000043_YEM,0.39167178,8.496162e-05,0.99539846,8.457067e-05
FL_2013_000125_BFA,0.38903922,7.942072e-05,0.8623751,6.849045e-05
FL_2000_000302_CHN,0.38889873,7.913439e-05,0.8278109,6.550831e-05
FL_2011_000170_COL,0.39099288,8.350039e-05,0.7465065,6.233359e-05
FL_2005_000100_KGZ,0.3752048,5.5294746e-05,1.0362864,5.730119e-05
FL_2014_000154_IDN,0.37002766,4.8121805e-05,1.0975909,5.2818057e-05
FF_2008_000199_LKA,0.37852955,6.0394566e-05,0.8020625,4.844022e-05
TC_2011_000119_PHL,0.3851117,7.175745e-05,0.6620514,4.750712e-05
FL_2010_000194_VNM,0.37426534,5.392574e-05,0.84473336,4.555287e-05
LS_2022_000224_GTM,0.3652676,4.227772e-05,1.0494251,4.43673e-05
FL_2013_000103_YEM,0.35936567,3.5922447e-05,1.1663833,4.189934e-05
TC_2011_000095_PHL,0.37471533,5.457762e-05,0.70320135,3.8379058e-05
FL_1999_000548_YEM,0.3551688,3.194096e-05,1.1413376,3.6455418e-05
FL_2013_000041_GHA,0.35335863,3.034988e-05,1.1800832,3.581538e-05
FL_2018_000043_TZA,0.36020857,3.6773963e-05,0.93509066,3.438699e-05
FL_1997_000199_BEN,0.35645008,3.3112134e-05,1.0096018,3.343007e-05
FL_2008_000126_TCD,0.35567906,3.2402837e-05,1.0066837,3.261941e-05
FL_2009_000218_KEN,0.37504995,5.506696e-05,0.59102803,3.254612e-05
FL_2016_000011_TZA,0.36069328,3.727181e-05,0.8393205,3.1282994e-05
FL_2005_000196_LKA,0.35766768,3.4260764e-05,0.906438,3.1055257e-05
FF_2020_000123_YEM,0.35118896,2.8537013e-05,1.024308,2.923069e-05
FL_2001_000180_IRN,0.34644845,2.4910718e-05,1.051287,2.6188316e-05
FL_1999_000235_IRN,0.3484346,2.6376229e-05,0.9705135,2.5598487e-05
FL_2020_000202_GIN,0.33996028,2.0619671e-05,1.0869398,2.2412341e-05
