match_id,era5_event_id,cnn_bayesian_score,kg_bayesian_score,kg_rank,attribution_weight
FF-2018-000042-ETH,FF_2018_000042_ETH,0.36840418,1.0606234402511994,1.0,0.4298048766666667
FL-2020-000126-ETH,FL_2020_000126_ETH,0.104487225,0.0005433721662976,89.0,0.10559879122340426
FL-1997-000270-ETH,FL_1997_000270_ETH,0.09411526,0.001106749894524,30.0,0.09680426742857143
FF-2012-000081-ETH,FF_2012_000081_ETH,0.084229074,0.0058672945991712,5.0,0.09265198140000001
FL-2005-000064-ETH,FL_2005_000064_ETH,0.0798453,0.0065292885166749,4.0,0.088717
FL-2015-000161-ETH,FL_2015_000161_ETH,0.0718095,0.0006610222567116,68.0,0.07279319178082191
FL-2014-000152-ETH,FL_2014_000152_ETH,0.06078546,0.0094906125242733,3.0,0.0683836425
FL-2013-000050-ETH,FL_2013_000050_ETH,0.06379881,0.0006786184107019,65.0,0.06471022157142857
FL-2002-000225-ETH,FL_2002_000225_ETH,0.049539816,0.0114264750302689,2.0,0.056616932571428566
FL-2003-000204-KEN,FL_2003_000204_KEN,0.054734506,0.0010458076002258,36.0,0.05606949395121952
FL-2016-000045-ETH,FL_2016_000045_ETH,0.041804988,0.0035238280949457,8.0,0.045020756307692304
FL-2006-000169-SOM,FL_2006_000169_SOM,0.030856228,0.0006578952074395,69.0,0.03127320405405406
FL-2017-000139-ETH,FL_2017_000139_ETH,0.027758308,0.0004401603310669,116.0,0.02798771550413223
FL-2011-000124-ETH,FL_2011_000124_ETH,0.016901227,0.0018531534651712,19.0,0.017605444791666668
FF-2008-000227-ETH,FF_2008_000227_ETH,0.014890806,0.0058660677652579,6.0,0.016244515636363633
FL-2007-000161-UGA,FL_2007_000161_UGA,0.01256767,0.0009613503715144,40.0,0.012846951555555554
FL-2010-000179-ETH,FL_2010_000179_ETH,0.011975949,0.0003634248540052,145.0,0.012055788659999999
FL-2019-000116-ETH,FL_2019_000116_ETH,0.010204871,0.0008972030143309,45.0,0.010408968420000001
FF-2008-000141-ETH,FF_2008_000141_ETH,0.009038348,0.0027178655801263,10.0,0.009640904533333333
FL-2007-000145-ETH,FL_2007_000145_ETH,0.0055844323,0.0009859669002724,39.0,0.005711351215909091
FL-2006-000112-ETH,FL_2006_000112_ETH,0.003689191,0.0022297097177795,11.0,0.0039197654375
FL-2022-000356-ETH,FL_2022_000356_ETH,0.0011836663,0.0045162032568534,7.0,0.0012823051583333333
FL-2009-000265-MAR,FL_2009_000265_MAR,0.00025149292,4.865717396426343e-06,1054.0,0.00025173040151085926
FL-2019-000014-MWI,FL_2019_000014_MWI,0.00015460108,0.0002040150041317,271.0,0.00015516122884057972
FL-2001-000314-GHA,FL_2001_000314_GHA,0.00014627738,0.000140830585432,365.0,0.00014667272427027026
