match_id,era5_event_id,cnn_bayesian_score,kg_bayesian_score,kg_rank,attribution_weight
ST-2022-000138-MDG,ST_2022_000138_MDG,0.19098024,1.15838070197658,1.0,0.22281028
FL-2005-000038-MDG,FL_2005_000038_MDG,0.016971387,0.0217356210011896,3.0,0.019092810375
FL-2003-000037-MDG,FL_2003_000037_MDG,0.0036578055,0.0232518141451188,2.0,0.004180349142857143
ST-2015-000041-PRY,ST_2015_000041_PRY,0.0018616358,1.4757494203506758e-05,751.0,0.0018640982812169313
FL-2000-000617-BGD,FL_2000_000617_BGD,0.0016567498,1.10362293411476e-06,1137.0,0.0016582005441330998
FL-2002-000402-BGD,FL_2002_000402_BGD,0.0013306502,2.117624025715188e-06,1076.0,0.0013318811437557814
FL-2020-000019-MDG,FL_2020_000019_MDG,0.0011145046,0.0051042932268076,4.0,0.0012383384444444446
FL-2022-000292-LAO,FL_2022_000292_LAO,0.0006079637,4.730775744330626e-05,480.0,0.0006092172334020619
FL-2015-000171-PRY,FL_2015_000171_PRY,0.000507689,2.0174315940580745e-05,687.0,0.0005084226546242774
FL-2006-000131-BGD,FL_2006_000131_BGD,0.00023984515,7.501075522181293e-07,1155.0,0.00024005191306034483
FL-2014-000107-MMR,FL_2014_000107_MMR,0.00022259455,4.921548058807188e-06,974.0,0.00022282191930541367
FL-2010-000239-MNE,FL_2010_000239_MNE,0.00021955943,1.7413793123218377e-06,1100.0,0.00021975812631674208
FL-2007-000228-LKA,FL_2007_000228_LKA,0.00019751408,3.4121557703117187e-06,1021.0,0.00019770658884990256
FL-2011-000093-BGD,FL_2011_000093_BGD,0.00018187825,9.544350796440336e-06,855.0,0.0001820897363372093
FL-2003-000273-TJK,FL_2003_000273_TJK,0.00017705893,6.178615710001935e-05,403.0,0.00017749289796568628
FL-2015-000080-MMR,FL_2015_000080_MMR,0.00017560809,2.7572941291762647e-05,607.0,0.0001758950313235294
FL-2021-000147-THA,FL_2021_000147_THA,0.00016558278,1.500672608020233e-06,1116.0,0.0001657304898840321
FL-2019-000103-LAO,FL_2019_000103_LAO,0.00014568435,1.2029675199376447e-05,801.0,0.0001458650998138958
FL-2012-000140-MMR,FL_2012_000140_MMR,0.00014354048,7.370749819601237e-06,905.0,0.00014369821679120878
FL-2006-000178-JAM,FL_2006_000178_JAM,0.00014297792,1.3399647203071363e-05,775.0,0.00014316122502564105
FL-2019-000079-BGD,FL_2019_000079_BGD,0.0001370216,4.525333530856856e-06,983.0,0.0001371602858299595
FL-2014-000045-SLB,FL_2014_000045_SLB,0.00011161907,3.116366390150772e-05,582.0,0.00011180922173764905
FL-2012-000175-GMB,FL_2012_000175_GMB,0.000105537634,1.1186095752426888e-05,822.0,0.0001056652490350665
FL-2006-000191-LKA,FL_2006_000191_LKA,0.00010458144,2.006890195023938e-06,1080.0,0.00010467782842396314
FL-2000-000735-VEN,FL_2000_000735_VEN,0.00010107553,3.0276467355860537e-05,587.0,0.00010124626569256757
FL-2006-000027-IDN,FL_2006_000027_IDN,9.038412e-05,2.147966653662364e-05,668.0,9.051842032689451e-05
FL-2005-000169-FJI,FL_2005_000169_FJI,8.3960294e-05,0.00016168910434,183.0,8.440689130851063e-05
FL-2013-000087-MMR,FL_2013_000087_MMR,8.2495135e-05,9.877506761705276e-05,289.0,8.277573069727891e-05
FL-2005-000160-MMR,FL_2005_000160_MMR,8.206309e-05,0.0001427895492574,199.0,8.24653600490196e-05
FL-2005-000090-TJK,FL_2005_000090_TJK,7.562316e-05,0.0002326639413098,108.0,7.629239150442478e-05
FL-2014-000162-LKA,FL_2014_000162_LKA,7.4058575e-05,1.92686377499346e-07,1205.0,7.411978043388429e-05
FL-2009-000177-GMB,FL_2009_000177_GMB,6.6425884e-05,7.18389477061742e-06,909.0,6.649856002188184e-05
FL-2019-000118-SEN,FL_2019_000118_SEN,5.994145e-05,2.54029039707369e-06,1060.0,5.9997733051643186e-05
FF-2009-000069-IDN,FF_2009_000069_IDN,5.9572525e-05,0.000178593833998,160.0,5.993357060606061e-05
ST-2011-000073-CAF,ST_2011_000073_CAF,5.5687266e-05,0.0005737512088984,29.0,5.7325126764705874e-05
FF-2007-000008-LKA,FF_2007_000008_LKA,5.205171e-05,2.596571831388877e-06,1057.0,5.210072290960452e-05
FL-2002-000788-LKA,FL_2002_000788_LKA,4.1373245e-05,3.295219162197842e-07,1187.0,4.140795409815436e-05
FL-2019-000104-THA,FL_2019_000104_THA,3.776563e-05,3.631274407978533e-06,1007.0,3.7802947816205534e-05
FL-2012-000056-PRY,FL_2012_000056_PRY,3.7127647e-05,5.9398774688968895e-05,418.0,3.721541921513002e-05
FL-2006-000125-THA,FL_2006_000125_THA,3.660507e-05,4.608269460702169e-05,483.0,3.668008038934426e-05
FL-2012-000123-PRK,FL_2012_000123_PRK,3.61428e-05,0.0001365195834334,207.0,3.631328490566038e-05
FL-2020-000161-BGD,FL_2020_000161_BGD,3.4579527e-05,3.2438710543061865e-06,1027.0,3.461303429360465e-05
FL-2006-000062-THA,FL_2006_000062_THA,3.3747023e-05,0.0002592275651043,96.0,3.408115194059406e-05
FL-2019-000153-COD,FL_2019_000153_COD,3.185256e-05,7.357030588688087e-07,1157.0,3.187997184165232e-05
FL-2016-000080-BFA,FL_2016_000080_BFA,3.0186116e-05,1.671613661549964e-06,1109.0,3.0213213052064635e-05
FL-2007-000127-MRT,FL_2007_000127_MRT,2.9864967e-05,2.2768209808711728e-05,655.0,2.9910216949999998e-05
FL-2022-000290-SEN,FL_2022_000290_SEN,2.9008415e-05,1.6117631171744198e-05,735.0,2.904761556081081e-05
FL-2013-000083-THA,FL_2013_000083_THA,2.7888322e-05,4.360745511018661e-05,501.0,2.7943437260869565e-05
FL-1999-000547-VEN,FL_1999_000547_VEN,2.7408352e-05,8.687080453811567e-05,314.0,2.749427159874608e-05
FL-2008-000232-CRI,FL_2008_000232_CRI,2.7071403e-05,9.708768654085605e-06,852.0,2.7102991568261377e-05
FF-2018-000118-LAO,FF_2018_000118_LAO,2.6792355e-05,2.189428346732684e-06,1075.0,2.6817162736111114e-05
FL-2022-000276-GMB,FL_2022_000276_GMB,2.5669042e-05,6.312475921447285e-06,939.0,2.569623378177966e-05
FL-2011-000102-BRA,FL_2011_000102_BRA,2.5438028e-05,2.488406483691681e-05,628.0,2.5478214458135863e-05
FL-2020-000172-MMR,FL_2020_000172_MMR,2.5284473e-05,0.000106020788607,271.0,2.5376083409420293e-05
FL-2021-000092-CRI,FL_2021_000092_CRI,2.526763e-05,6.002313525903659e-07,1162.0,2.52892817823479e-05
FL-1998-000040-URY,FL_1998_000040_URY,2.4062969e-05,5.958450256166554e-05,415.0,2.4120261783333332e-05
FL-1998-000203-BGD,FL_1998_000203_BGD,2.3730268e-05,1.1969200113904032e-06,1132.0,2.3751138948109058e-05
FL-2000-000583-LAO,FL_2000_000583_LAO,2.3698823e-05,3.0499474671021497e-05,585.0,2.3738990496610172e-05
FL-2012-000200-BFA,FL_2012_000200_BFA,2.1357204e-05,3.5536722919321965e-06,1014.0,2.1378162983316978e-05
FL-2022-000348-CRI,FL_2022_000348_CRI,2.0181275e-05,8.324986008142611e-05,321.0,2.024318075153374e-05
FL-2018-000124-MMR,FL_2018_000124_MMR,1.955497e-05,1.1908615126176783e-05,805.0,1.9579111938271606e-05
FL-2020-000196-NGA,FL_2020_000196_NGA,1.937081e-05,9.566172833816402e-05,294.0,1.9435595317725755e-05
FF-2020-000153-BIH,FF_2020_000153_BIH,1.8379562e-05,0.0006270432540013,25.0,1.8992214066666666e-05
FL-2018-000165-CRI,FL_2018_000165_CRI,1.7277029e-05,4.134329945744565e-06,989.0,1.729441031690141e-05
FL-2010-000152-THA,FL_2010_000152_THA,1.7250759e-05,4.461474986572162e-05,490.0,1.7285609018181817e-05
FL-2015-000131-SLE,FL_2015_000131_SLE,1.6251319e-05,2.0478928873964893e-05,684.0,1.6274905820029028e-05
FL-2002-000478-PRK,FL_2002_000478_PRK,1.5861095e-05,0.0003740022245558,56.0,1.612111295081967e-05
FL-2021-000055-TJK,FL_2021_000055_TJK,1.5277923e-05,1.201956207934054e-06,1130.0,1.5291383725110135e-05
FL-2003-000196-ARG,FL_2003_000196_ARG,1.462594e-05,0.0001996317739894,139.0,1.4727509027777777e-05
FL-2008-000038-ARG,FL_2008_000038_ARG,1.4206972e-05,4.330437148952526e-05,502.0,1.4234993641025642e-05
FL-2012-000205-LKA,FL_2012_000205_LKA,1.4081386e-05,4.1922250413578774e-07,1175.0,1.4093319377966103e-05
FL-2012-000106-BGD,FL_2012_000106_BGD,1.37859515e-05,3.0151557804178376e-06,1040.0,1.3799143798086124e-05
FL-2022-000333-THA,FL_2022_000333_THA,1.36875715e-05,0.0001464122666885,194.0,1.3756353266331657e-05
FL-2021-000209-MYS,FL_2021_000209_MYS,1.3131166e-05,1.3656706533745529e-05,773.0,1.3148044105398457e-05
FL-1999-000350-CRI,FL_1999_000350_CRI,1.3061015e-05,1.1530897857332307e-05,815.0,1.307694306707317e-05
FL-2015-000009-ALB,FL_2015_000009_ALB,1.2870389e-05,2.7854458322939427e-06,1051.0,1.2882576868371212e-05
FL-2017-000091-MMR,FL_2017_000091_MMR,1.25992765e-05,4.996303961560307e-05,469.0,1.2625857252109707e-05
FL-2002-000296-PRY,FL_2002_000296_PRY,1.2537438e-05,0.0001074854296947,266.0,1.2583701608856089e-05
FL-2010-000176-MRT,FL_2010_000176_MRT,1.2438622e-05,1.0707456145689366e-06,1139.0,1.244949492132867e-05
FL-1997-000164-BGD,FL_1997_000164_BGD,1.2223152e-05,3.187080205023166e-06,1030.0,1.2234961808695654e-05
FF-2009-000107-THA,FF_2009_000107_THA,1.2138553e-05,8.687118263977504e-05,313.0,1.2176724550314467e-05
FF-2011-000066-TJK,FF_2011_000066_TJK,1.1809133e-05,0.0002010814653432,137.0,1.1892295908450704e-05
FL-2005-000137-CAF,FL_2005_000137_CAF,1.155282e-05,8.15281105802984e-05,327.0,1.158761765060241e-05
FL-2021-000095-MMR,FL_2021_000095_MMR,1.1453936e-05,0.0001017769111161,279.0,1.1494266760563382e-05
