era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
ST_2022_000138_MDG,0.8584846,0.21743289,0.8783411,0.19098024
FL_2005_000038_MDG,0.66900474,0.017959405,0.94498605,0.016971387
FL_2003_000037_MDG,0.58221126,0.0044751335,0.8173623,0.0036578055
ST_2015_000041_PRY,0.540961,0.0021461486,0.867431,0.0018616358
FL_2000_000617_BGD,0.53347766,0.0018670778,0.88734907,0.0016567498
FL_2002_000402_BGD,0.5221469,0.0015063534,0.8833586,0.0013306502
FL_2020_000019_MDG,0.5119964,0.0012378527,0.9003532,0.0011145046
FL_2022_000292_LAO,0.48190475,0.0006754793,0.90004784,0.0006079637
FL_2015_000171_PRY,0.474692,0.0005809236,0.87393427,0.000507689
FL_2006_000131_BGD,0.44204482,0.00028488075,0.8419142,0.00023984515
FL_2014_000107_MMR,0.44166452,0.0002824393,0.78811467,0.00022259455
FL_2010_000239_MNE,0.43793544,0.00025947823,0.84615743,0.00021955943
FL_2007_000228_LKA,0.43760806,0.000257545,0.7669109,0.00019751408
FL_2011_000093_BGD,0.42827362,0.00020759324,0.87612796,0.00018187825
FL_2003_000273_TJK,0.43350473,0.00023438963,0.7554043,0.00017705893
FL_2015_000080_MMR,0.42820007,0.000207237,0.8473781,0.00017560809
FL_2021_000147_THA,0.42247674,0.00018114569,0.9140862,0.00016558278
FL_2019_000103_LAO,0.415578,0.00015364752,0.94817245,0.00014568435
FL_2012_000140_MMR,0.42055047,0.00017305382,0.82945573,0.00014354048
FL_2006_000178_JAM,0.4132719,0.00014533119,0.98380756,0.00014297792
FL_2019_000079_BGD,0.41598532,0.00015516009,0.88309824,0.0001370216
FL_2014_000045_SLB,0.4017282,0.000109477114,1.0195653,0.00011161907
FL_2012_000175_GMB,0.4009394,0.000107346386,0.9831503,0.000105537634
FL_2006_000191_LKA,0.40345085,0.00011426318,0.91526806,0.00010458144
FL_2000_000735_VEN,0.39957404,0.00010374631,0.97425663,0.00010107553
FL_2006_000027_IDN,0.39235747,8.64608e-05,1.0453769,9.038412e-05
FL_2005_000169_FJI,0.3875187,7.6370685e-05,1.0993786,8.3960294e-05
FL_2013_000087_MMR,0.40125495,0.00010819422,0.7624727,8.2495135e-05
FL_2005_000160_MMR,0.39689162,9.69883e-05,0.8461133,8.206309e-05
FL_2005_000090_TJK,0.39428246,9.079764e-05,0.83287585,7.562316e-05
FL_2014_000162_LKA,0.3950836,9.265953e-05,0.7992548,7.4058575e-05
FL_2009_000177_GMB,0.37735367,5.8544454e-05,1.134623,6.6425884e-05
FL_2019_000118_SEN,0.37935475,6.172416e-05,0.9711181,5.994145e-05
FF_2009_000069_IDN,0.38235557,6.6784276e-05,0.89201427,5.9572525e-05
ST_2011_000073_CAF,0.37690824,5.7857058e-05,0.96249735,5.5687266e-05
FF_2007_000008_LKA,0.3746357,5.4461747e-05,0.9557481,5.205171e-05
FL_2002_000788_LKA,0.3681565,4.5743e-05,0.90447164,4.1373245e-05
FL_2019_000104_THA,0.36354244,4.0322844e-05,0.9365815,3.776563e-05
FL_2012_000056_PRY,0.3629616,3.96832e-05,0.9356011,3.7127647e-05
FL_2006_000125_THA,0.36319733,3.994169e-05,0.9164628,3.660507e-05
FL_2012_000123_PRK,0.36126444,3.7866233e-05,0.95448625,3.61428e-05
FL_2020_000161_BGD,0.36259648,3.9285824e-05,0.8802037,3.4579527e-05
FL_2006_000062_THA,0.35849565,3.506218e-05,0.9624907,3.3747023e-05
FL_2019_000153_COD,0.35088092,2.8287694e-05,1.1260219,3.185256e-05
FL_2016_000080_BFA,0.3557586,3.2475375e-05,0.92950785,3.0186116e-05
FL_2007_000127_MRT,0.35416883,3.1052987e-05,0.96174216,2.9864967e-05
FL_2022_000290_SEN,0.3511496,2.850504e-05,1.0176592,2.9008415e-05
FL_2013_000083_THA,0.3516832,2.8941178e-05,0.9636208,2.7888322e-05
FL_1999_000547_VEN,0.34937254,2.7094904e-05,1.0115685,2.7408352e-05
FL_2008_000232_CRI,0.3610301,3.762133e-05,0.71957594,2.7071403e-05
FF_2018_000118_LAO,0.3454222,2.4182576e-05,1.1079198,2.6792355e-05
FL_2022_000276_GMB,0.35072184,2.8159702e-05,0.9115523,2.5669042e-05
FL_2011_000102_BRA,0.34355432,2.2906257e-05,1.1105275,2.5438028e-05
FL_2020_000172_MMR,0.35433242,3.1196716e-05,0.81048506,2.5284473e-05
FL_2021_000092_CRI,0.3556445,3.2371358e-05,0.7805551,2.526763e-05
FL_1998_000040_URY,0.35032186,2.78402e-05,0.86432457,2.4062969e-05
FL_1998_000203_BGD,0.348921,2.6746755e-05,0.88722044,2.3730268e-05
FL_2000_000583_LAO,0.34850848,2.643221e-05,0.8965888,2.3698823e-05
FL_2012_000200_BFA,0.3447075,2.3686844e-05,0.9016484,2.1357204e-05
FL_2022_000348_CRI,0.34844333,2.638284e-05,0.7649394,2.0181275e-05
FL_2018_000124_MMR,0.3439154,2.314815e-05,0.8447746,1.955497e-05
FL_2020_000196_NGA,0.33845603,1.9725254e-05,0.9820309,1.937081e-05
FF_2020_000153_BIH,0.33514464,1.7878157e-05,1.0280457,1.8379562e-05
FL_2018_000165_CRI,0.3316862,1.611662e-05,1.0720007,1.7277029e-05
FL_2010_000152_THA,0.3368495,1.8808718e-05,0.91716826,1.7250759e-05
FL_2015_000131_SLE,0.33206308,1.6300686e-05,0.9969715,1.6251319e-05
FL_2002_000478_PRK,0.32876265,1.4751111e-05,1.0752475,1.5861095e-05
FL_2021_000055_TJK,0.33628935,1.849827e-05,0.825911,1.5277923e-05
FL_2003_000196_ARG,0.33683333,1.8799685e-05,0.77798855,1.462594e-05
FL_2008_000038_ARG,0.33015907,1.5389776e-05,0.9231435,1.4206972e-05
FL_2012_000205_LKA,0.33046544,1.5533182e-05,0.90653586,1.4081386e-05
FL_2012_000106_BGD,0.33136037,1.5959e-05,0.8638356,1.37859515e-05
FL_2022_000333_THA,0.32979298,1.5219978e-05,0.89931613,1.36875715e-05
