Pangu_Event,Is_Top_Match_Itself,1st_Match_ERA5,1st_Sim_Score,2nd_Match_ERA5,2nd_Sim_Score,3rd_Match_ERA5,3rd_Sim_Score
FL_2019_000171_LKA,False,FL_2021_000057_LKA,0.7950777,FF_2009_000160_LKA,0.73122203,FL_2006_000155_LKA,0.7027726
FL_2020_000242_COL,False,FL_2010_000076_COL,0.8061413,LS_2010_000190_COL,0.8025354,FL_2014_000163_COL,0.78841376
LS_2022_000224_GTM,True,LS_2022_000224_GTM,0.8441727,FL_2021_000078_GTM,0.74055624,FL_2016_000081_GTM,0.736804
FL_2020_000192_TCD,True,FL_2020_000192_TCD,0.78489006,FL_2001_000521_TCD,0.7692852,FL_2022_000287_TCD,0.6617911
FL_2022_000312_BGR,True,FL_2022_000312_BGR,0.8720195,TC_2012_000044_FJI,0.59502506,FL_2004_000100_PAN,0.46789116
FL_2021_000078_GTM,True,FL_2021_000078_GTM,0.8290487,FL_2012_000098_GTM,0.77014315,FL_2011_000045_GTM,0.7321599
FL_2018_000124_MMR,True,FL_2018_000124_MMR,0.8759841,FL_1997_000177_MMR,0.80296683,FL_2019_000081_MMR,0.7996187
TC_2018_000110_CHN,True,TC_2018_000110_CHN,0.82727796,FL_2009_000113_CHN,0.75991756,FL_2002_000350_CHN,0.74179804
FL_2019_000093_NGA,False,FL_2007_000123_NGA,0.82763183,FL_2017_000126_NGA,0.76191604,FL_2022_000271_NGA,0.7313648
FL_2019_000101_NER,True,FL_2019_000101_NER,0.7878061,FL_2009_000174_NER,0.68388414,FL_2011_000122_NER,0.6379284
FL_2018_000077_CIV,True,FL_2018_000077_CIV,0.7193651,FL_2007_000130_CIV,0.6464174,FL_2009_000187_CIV,0.63833475
FL_2019_000032_BOL,True,FL_2019_000032_BOL,0.8357668,FL_2014_000008_BOL,0.74022305,FL_2009_000045_BOL,0.72989666
FL_2020_000161_BGD,True,FL_2020_000161_BGD,0.8422945,FL_2012_000106_BGD,0.66887355,FL_1998_000203_BGD,0.66868937
FF_2020_000221_SOM,True,FF_2020_000221_SOM,0.8285352,FL_2008_000185_SOM,0.55733013,FL_2014_000150_SOM,0.5485465
FL_2022_000287_TCD,False,FL_2022_000249_CIV,0.66865575,FL_2009_000170_MRT,0.5525405,FL_2018_000140_MLI,0.549805
FL_2019_000058_TJK,True,FL_2019_000058_TJK,0.92396533,FF_2011_000066_TJK,0.8469595,FF_2007_000049_TJK,0.824281
FL_2021_000097_BGD,False,FF_2020_000156_UKR,0.68113494,FL_2021_000097_BGD,0.61804247,FL_2021_000084_TCD,0.5720928
FL_2021_000147_THA,True,FL_2021_000147_THA,0.85819787,FL_2006_000062_THA,0.6421818,FL_2010_000152_THA,0.62360597
FF_2021_000189_BIH,True,FF_2021_000189_BIH,0.6260699,FL_2005_000063_SRB,0.47268155,FL_2011_000061_DOM,0.47126713
FL_2022_000213_IND,True,FL_2022_000213_IND,0.7037026,FL_2016_000060_IND,0.6272082,FL_2017_000064_IND,0.55098045
FF_2019_000068_VNM,True,FF_2019_000068_VNM,0.8868204,FF_2017_000101_VNM,0.84132975,FL_1994_000007_VNM,0.829532
FL_2022_000217_BGD,True,FL_2022_000217_BGD,0.75555503,FL_2007_000129_PAK,0.71527857,FL_2012_000106_BGD,0.6406421
FL_2018_000164_HND,True,FL_2018_000164_HND,0.91855985,FL_2012_000083_HND,0.69493103,FL_1999_000324_HND,0.6365278
FL_2022_000348_CRI,True,FL_2022_000348_CRI,0.87711656,FL_2021_000092_CRI,0.7713081,FL_2004_000120_CRI,0.75533575
FL_2020_000128_KEN,False,FL_2015_000169_KEN,0.84459955,FF_2012_000062_KEN,0.83369625,FL_2002_000265_KEN,0.80803645
FL_2021_000005_IDN,False,FL_2013_000006_IDN,0.6130012,FL_2021_000005_IDN,0.518278,FL_1999_000349_SLV,0.45675397
FL_2018_000165_CRI,False,FL_2008_000191_CRI,0.8789596,FL_2018_000165_CRI,0.8412578,FL_2005_000166_CRI,0.6639831
FL_2018_000425_LKA,True,FL_2018_000425_LKA,0.84111416,FF_2009_000160_LKA,0.7031912,FL_2020_000237_LKA,0.6885388
FF_2020_000240_ZMB,True,FF_2020_000240_ZMB,0.65347373,FL_2009_000242_IRQ,0.51232314,FL_2013_000023_ZMB,0.45330566
FF_2018_000158_TUN,True,FF_2018_000158_TUN,0.8322718,FF_2020_000204_TUN,0.7004849,FF_2007_000185_TUN,0.6020715
FL_2021_000209_MYS,False,FF_2006_000049_IDN,0.5693891,FL_2011_000021_MYS,0.5552273,FF_2019_000029_IDN,0.5144928
FL_2021_000129_VEN,True,FL_2021_000129_VEN,0.8210175,FL_2011_000181_VEN,0.70349866,FL_2015_000085_VEN,0.69365966
FL_2022_000002_IRN,False,FL_2001_000453_IRN,0.66429245,FL_2001_000375_IRN,0.58863664,FL_2002_000500_IRN,0.58617496
FL_2021_000091_PHL,True,FL_2021_000091_PHL,0.7480798,FF_2008_000233_PHL,0.6981942,FL_2011_000067_PHL,0.59148675
FL_2022_000365_PAN,True,FL_2022_000365_PAN,0.80117327,FL_2004_000115_PAN,0.79766834,FL_2004_000100_PAN,0.7271674
FL_2022_000275_UGA,False,FL_2013_000055_UGA,0.7474793,FL_2021_000153_UGA,0.7301862,FL_2008_000175_UGA,0.7106823
FL_2019_000087_PAK,True,FL_2019_000087_PAK,0.9021476,FF_2009_000159_PAK,0.7512424,FF_2012_000148_PAK,0.7363708
FL_2022_000207_VEN,False,FL_2012_000075_VEN,0.72669107,FL_2015_000085_VEN,0.70855254,FL_1999_000547_VEN,0.67074436
FF_2021_000032_TLS,True,FF_2021_000032_TLS,0.85038567,FL_2007_000107_TLS,0.62492025,FL_2012_000068_DOM,0.61915463
FL_2019_000118_SEN,True,FL_2019_000118_SEN,0.69728655,FL_2011_000108_SEN,0.6150675,FL_2020_000198_SEN,0.6134041
FL_2018_000015_BOL,False,FL_1997_000022_BOL,0.8315475,FL_2018_000015_BOL,0.82637614,FL_2001_000029_BOL,0.7927308
FL_2019_000011_IDN,True,FL_2019_000011_IDN,0.7494097,FL_2001_000407_IDN,0.6327437,FL_2012_000153_IDN,0.5917746
FL_2022_000376_COD,False,FL_2015_000164_COD,0.5901017,FL_2022_000376_COD,0.49969098,FL_1999_000531_COD,0.48498753
FL_2019_000031_SYR,True,FL_2019_000031_SYR,0.80588716,FL_2000_000048_BWA,0.60230076,FL_2009_000190_TUR,0.525939
FF_2022_000274_IRN,True,FF_2022_000274_IRN,0.8557484,FL_2019_000022_IRN,0.68267715,FL_2001_000180_IRN,0.65831774
FL_2018_000060_LKA,True,FL_2018_000060_LKA,0.8520641,FL_2008_000051_LKA,0.8515952,FL_1999_000161_LKA,0.81228375
FL_2022_000158_HTI,True,FL_2022_000158_HTI,0.89761174,FL_2014_000155_HTI,0.73937154,FL_2012_000191_HTI,0.72655034
FL_2019_000108_MRT,True,FL_2019_000108_MRT,0.6861899,FL_2022_000287_TCD,0.52357256,FL_2022_000265_YEM,0.52328944
