Target Event,Latent Top-5,Domain Top-5,Hybrid Top-5,Key Match ID,Key Match ΔR,Physical Interpretation,Overlap @ 5,RMR @ 5,Avg ΔR @ 5
FL_2022_000331_SLV,"FL_2008_000191_SLV, FL_2005_000171_SLV, FL_2019_000136_SLV, FL_2008_000103_SLV, FL_1999_000349_SLV","FL_2008_000103_SLV, FL_2016_000081_GTM, FL_1999_000349_SLV, FL_2020_000128_KEN, FL_2021_000127_NER","FL_2008_000191_SLV, FL_2005_000171_SLV, FL_2008_000103_SLV, FL_2019_000136_SLV, FL_1999_000349_SLV",FL_2008_000191_SLV,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000190_EGY,"FL_2016_000114_EGY, FL_2020_000038_EGY, FL_2006_000192_IDN, FL_2006_000018_IRQ, FL_2002_000479_CZE","LS_2015_000135_LKA, FL_2010_000012_EGY, FL_2008_000201_YEM, FL_2002_000054_IDN, FL_2017_000043_HTI","FL_2016_000114_EGY, FL_2020_000038_EGY, FL_2006_000192_IDN, FL_2006_000018_IRQ, FL_2002_000479_CZE",FL_2016_000114_EGY,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2020_000125_TZA,"FL_1998_000112_TZA, FF_2014_000009_TZA, FL_2014_000053_TZA, FL_2005_000062_TZA, FL_2006_000164_TZA","FL_1997_000049_TZA, FL_2006_000164_TZA, FL_2005_000062_TZA, FL_2019_000048_TZA, FL_1998_000112_TZA","FL_1998_000112_TZA, FF_2014_000009_TZA, FL_2005_000062_TZA, FL_2006_000164_TZA, FL_2014_000053_TZA",FL_1998_000112_TZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000015_PER,"FL_2002_000077_PER, FL_2006_000031_PER, FL_2007_000009_PER, FL_2015_000011_PER, FL_2009_000261_PER","FL_1997_000530_PER, FL_2002_000077_PER, FL_2016_000054_HTI, FL_2001_000117_PER, FL_2008_000031_PER","FL_2002_000077_PER, FL_2006_000031_PER, FL_2007_000009_PER, FL_2009_000261_PER, FL_2015_000011_PER",FL_2002_000077_PER,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000333_THA,"FL_2009_000237_THA, FL_2005_000209_THA, FL_2011_000135_THA, FL_2014_000045_SLB, FL_2008_000250_THA","FL_2006_000125_THA, FL_2017_000053_THA, FF_2009_000107_THA, FL_2014_000089_IND, FL_2019_000104_THA","FL_2009_000237_THA, FL_2005_000209_THA, FL_2011_000135_THA, FL_2014_000045_SLB, FL_2008_000250_THA",FL_2009_000237_THA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FF_2020_000006_IRN,"FL_2002_000020_IRN, FL_2001_000453_IRN, FL_2001_000375_IRN, FL_1998_000247_IRN, FL_2002_000500_IRN","FL_2022_000002_IRN, FL_2001_000375_IRN, FL_2013_000119_MRT, FL_1999_000235_IRN, FL_2020_000132_UGA","FL_2002_000020_IRN, FL_2001_000453_IRN, FL_2001_000375_IRN, FL_1998_000247_IRN, FL_2002_000500_IRN",FL_2002_000020_IRN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000195_CMR,"FL_2012_000157_CMR, FL_2008_000126_TCD, FL_2007_000149_CMR, FL_2014_000121_CMR, FL_2013_000123_CMR","FL_2013_000123_CMR, FL_2010_000037_HTI, FL_2008_000126_TCD, FL_2015_000027_CHL, FL_2013_000024_MKD","FL_2012_000157_CMR, FL_2008_000126_TCD, FL_2007_000149_CMR, FL_2014_000121_CMR, FL_2013_000123_CMR",FL_2012_000157_CMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000265_YEM,"FF_2019_000054_YEM, FL_2021_000110_YEM, FL_2010_000240_VEN, FL_2005_000070_YEM, FF_2020_000123_YEM","FL_2005_000070_YEM, FL_2008_000201_YEM, FL_2021_000110_YEM, FF_2016_000034_YEM, FF_2019_000054_YEM","FF_2019_000054_YEM, FL_2021_000110_YEM, FL_2010_000240_VEN, FL_2005_000070_YEM, FF_2020_000123_YEM",FF_2019_000054_YEM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2020_000050_AFG,"FL_2011_000022_AFG, FL_2010_000127_AFG, FL_2005_000048_AFG, FL_2006_000056_AFG, FL_2009_000080_AFG","FL_2013_000023_ZMB, FL_2013_000076_PRY, FL_2021_000038_KEN, FL_2001_000095_HUN, FF_2018_000030_KEN","FL_2011_000022_AFG, FL_2010_000127_AFG, FL_2005_000048_AFG, FL_2006_000056_AFG, FL_2009_000080_AFG",FL_2011_000022_AFG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2020_000191_AFG,"FL_2009_000171_AFG, FF_2007_000091_AFG, FF_2012_000118_AFG, FL_2005_000094_AFG, FL_2009_000080_AFG","FL_2011_000022_AFG, FL_2010_000127_AFG, FL_2020_000164_IND, FF_2019_000018_AFG, FF_2018_000158_TUN","FL_2009_000171_AFG, FF_2007_000091_AFG, FF_2012_000118_AFG, FL_2005_000094_AFG, FL_2009_000080_AFG",FL_2009_000171_AFG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000108_SSD,"FL_2019_000009_ARG, FL_2009_000248_URY, FL_2001_000096_UKR, FL_2001_000095_HUN, FL_2001_000079_ROM","FF_2011_000143_SSD, FL_2019_000062_SSD, FL_2013_000011_ZWE, FF_2014_000009_TZA, FL_2021_000208_IRQ","FL_2019_000009_ARG, FL_2009_000248_URY, FL_2001_000096_UKR, FL_2001_000095_HUN, FL_2001_000079_ROM",FL_2019_000009_ARG,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2022_000286_MRT,"FL_2021_000084_TCD, FL_2012_000056_PRY, FL_2020_000192_TCD, FL_2003_000389_BFA, FF_2020_000156_UKR","FL_2009_000170_MRT, FL_2020_000199_MRT, FL_2013_000119_MRT, FL_2019_000108_MRT, FL_2006_000106_MRT","FL_2021_000084_TCD, FL_2012_000056_PRY, FL_2020_000192_TCD, FL_2003_000389_BFA, FF_2020_000156_UKR",FL_2021_000084_TCD,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2021_000213_STP,"FL_2005_000182_IND, FL_2007_000127_MRT, FL_2009_000044_BIH, FL_1998_000251_SDN, FL_2005_000081_CHN","FL_2009_000226_PRY, FL_1998_000112_TZA, FL_1999_000428_VNM, FL_2009_000031_DOM, FL_2008_000094_ZAF","FL_2005_000182_IND, FL_2007_000127_MRT, FL_2009_000044_BIH, FL_1998_000251_SDN, FL_2005_000081_CHN",FL_2005_000182_IND,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2022_000349_CMR,"FL_2007_000149_CMR, FF_2017_000122_CMR, FL_2014_000121_CMR, FL_2008_000126_TCD, FL_2013_000123_CMR","FL_2014_000121_CMR, FL_2007_000149_CMR, FL_2016_000091_NER, FL_2008_000126_TCD, FL_2013_000123_CMR","FL_2007_000149_CMR, FF_2017_000122_CMR, FL_2014_000121_CMR, FL_2008_000126_TCD, FL_2013_000123_CMR",FL_2007_000149_CMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2020_000165_NPL,"FL_2010_000160_NPL, FL_2006_000127_NPL, FL_2019_000083_NPL, FL_1998_000221_NPL, FL_2017_000107_NPL","FL_2019_000083_NPL, SL_2002_000428_NPL, FL_2004_000051_NPL, FL_2005_000168_NPL, FL_2008_000104_NPL","FL_2010_000160_NPL, FL_2006_000127_NPL, FL_2019_000083_NPL, FL_1998_000221_NPL, FL_2017_000107_NPL",FL_2010_000160_NPL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000047_GEO,"FF_2012_000079_GEO, FL_2022_000261_GEO, FL_2020_000175_GEO, FL_2015_000071_GEO, FL_2021_000152_GEO","FL_2005_000065_GEO, FL_2020_000175_GEO, FL_2022_000261_GEO, FL_2015_000071_GEO, FL_2018_000112_GEO","FF_2012_000079_GEO, FL_2022_000261_GEO, FL_2020_000175_GEO, FL_2015_000071_GEO, FL_2021_000152_GEO",FF_2012_000079_GEO,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000049_RWA,"FL_2019_000170_RWA, FL_2015_000042_RWA, FL_2018_000029_RWA, FL_2008_000182_RWA, FL_2007_000159_RWA","FL_2008_000182_RWA, FL_2007_000159_RWA, FL_2011_000051_RWA, FL_1999_000259_KHM, FL_2007_000011_ZMB","FL_2019_000170_RWA, FL_2015_000042_RWA, FL_2018_000029_RWA, FL_2008_000182_RWA, FL_2007_000159_RWA",FL_2019_000170_RWA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000112_GEO,"FF_2013_000084_GEO, FF_2012_000120_GEO, FL_2021_000152_GEO, FL_2020_000175_GEO, FF_2011_000071_GEO","FL_2005_000065_GEO, FL_2020_000175_GEO, FL_2019_000047_GEO, FL_2015_000071_GEO, FL_2022_000261_GEO","FF_2013_000084_GEO, FF_2012_000120_GEO, FL_2021_000152_GEO, FL_2020_000175_GEO, FF_2011_000071_GEO",FF_2013_000084_GEO,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000100_MLI,"FL_2000_000255_ARG, FL_2015_000110_ARG, FL_2016_000137_ARG, FL_2009_000248_URY, FL_2007_000022_ARG","FL_2018_000140_MLI, FL_2011_000129_MLI, FL_2009_000176_MLI, FL_2001_000524_MLI, FL_2012_000172_MLI","FL_2000_000255_ARG, FL_2015_000110_ARG, FL_2016_000137_ARG, FL_2009_000248_URY, FL_2007_000022_ARG",FL_2000_000255_ARG,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2021_000050_AFG,"FL_2007_000054_AFG, FL_1997_000097_AFG, FL_2005_000094_AFG, FF_2007_000091_AFG, FF_2006_000163_AFG","FL_2012_000200_BFA, FL_2014_000004_COL, FL_2011_000002_BRA, FF_2013_000088_AFG, FL_2010_000127_AFG","FL_2007_000054_AFG, FL_1997_000097_AFG, FL_2005_000094_AFG, FF_2006_000163_AFG, FF_2007_000091_AFG",FL_2007_000054_AFG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000290_SEN,"FL_2011_000108_SEN, FL_2011_000091_BEN, FL_2016_000089_SEN, FL_2007_000131_SEN, FL_2020_000154_CIV","FL_2007_000131_SEN, FL_2016_000089_SEN, FL_2002_000026_SEN, FL_2009_000164_SEN, FL_2016_000102_SEN","FL_2011_000108_SEN, FL_2016_000089_SEN, FL_2007_000131_SEN, FL_2011_000091_BEN, FL_2020_000154_CIV",FL_2011_000108_SEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2019_000138_KEN,"FL_2013_000004_KEN, FF_2012_000062_KEN, FL_2007_000221_KEN, FL_2002_000265_KEN, FL_2009_000218_KEN","FF_2018_000030_KEN, FL_2007_000076_KEN, FF_2006_000046_KEN, FL_2007_000221_KEN, FL_2010_000174_KEN","FL_2013_000004_KEN, FF_2012_000062_KEN, FL_2007_000221_KEN, FL_2002_000265_KEN, FL_2009_000218_KEN",FL_2013_000004_KEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000261_GEO,"FL_2020_000175_GEO, FL_2019_000047_GEO, FF_2013_000084_GEO, FF_2012_000120_GEO, FF_2012_000079_GEO","FL_2019_000047_GEO, FL_2005_000065_GEO, FL_2020_000175_GEO, FL_2021_000152_GEO, FL_2015_000071_GEO","FL_2020_000175_GEO, FL_2019_000047_GEO, FF_2013_000084_GEO, FF_2012_000120_GEO, FF_2012_000079_GEO",FL_2020_000175_GEO,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000181_IDN,"FL_2016_000114_EGY, FL_2009_000140_MNG, FL_2011_000196_IDN, FL_2006_000018_IRQ, FL_2021_000190_EGY","FL_2016_000011_TZA, FL_2021_000023_DZA, FL_2020_000176_SDN, FL_2019_000094_GTM, FL_2022_000254_PAK","FL_2016_000114_EGY, FL_2009_000140_MNG, FL_2011_000196_IDN, FL_2006_000018_IRQ, FL_2021_000190_EGY",FL_2016_000114_EGY,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2022_000356_ETH,"FL_2007_000161_UGA, FF_2008_000141_ETH, FL_2007_000145_ETH, FL_2006_000112_ETH, FL_2010_000179_ETH","FF_2012_000081_ETH, FL_2003_000204_KEN, FL_1997_000270_ETH, FL_2014_000152_ETH, FL_2011_000124_ETH","FL_2007_000161_UGA, FF_2008_000141_ETH, FL_2007_000145_ETH, FL_2006_000112_ETH, FL_2010_000179_ETH",FL_2007_000161_UGA,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,80%,0.0
FL_2020_000185_PAK,"FF_2013_000090_PAK, FL_2003_000359_PAK, FL_2014_000122_PAK, FL_2009_000139_PAK, FL_2011_000109_PAK","FL_2010_000240_VEN, FL_2013_000081_PRK, FF_2009_000159_PAK, FL_2015_000017_PAK, FL_2003_000359_PAK","FF_2013_000090_PAK, FL_2003_000359_PAK, FL_2014_000122_PAK, FL_2009_000139_PAK, FL_2011_000109_PAK",FF_2013_000090_PAK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000126_MYS,"FL_2001_000227_RUS, FL_2007_000194_GTM, FL_2014_000014_SYC, FL_2009_000170_MRT, FL_2019_000131_CIV","FF_2011_000088_NGA, FL_2007_000222_MYS, FL_2021_000061_MYS, FL_2022_000379_MYS, FL_2006_000189_MYS","FL_2001_000227_RUS, FL_2007_000194_GTM, FL_2014_000014_SYC, FL_2009_000170_MRT, FL_2019_000131_CIV",FL_2001_000227_RUS,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2020_000193_SSD,"FL_2000_000806_FJI, FL_2021_000145_BEN, FL_2019_000100_MLI, FL_2014_000123_SSD, FL_2012_000172_MLI","FL_2019_000062_SSD, FL_2014_000123_SSD, FF_2011_000143_SSD, FL_2013_000108_SSD, FL_1999_000428_VNM","FL_2000_000806_FJI, FL_2021_000145_BEN, FL_2014_000123_SSD, FL_2019_000100_MLI, FL_2012_000172_MLI",FL_2000_000806_FJI,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2019_000116_ETH,"FL_2011_000124_ETH, FL_2006_000112_ETH, FL_2007_000145_ETH, FL_2022_000356_ETH, FL_2010_000179_ETH","FL_2007_000145_ETH, FL_1997_000270_ETH, FL_2003_000204_KEN, FL_2013_000050_ETH, FL_2005_000064_ETH","FL_2011_000124_ETH, FL_2006_000112_ETH, FL_2007_000145_ETH, FL_2022_000356_ETH, FL_2010_000179_ETH",FL_2011_000124_ETH,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000201_ZAF,"FL_2022_000382_ZAF, FL_2014_000038_ZAF, FL_2011_000021_MYS, FL_2009_000123_BGD, FL_2008_000094_ZAF","FL_2009_000133_ZAF, FL_2008_000094_ZAF, FL_2013_000098_NER, FL_2005_000184_VNM, FL_2022_000382_ZAF","FL_2022_000382_ZAF, FL_2014_000038_ZAF, FL_2011_000021_MYS, FL_2008_000094_ZAF, FL_2009_000123_BGD",FL_2022_000382_ZAF,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2021_000152_GEO,"FF_2011_000071_GEO, FF_2013_000084_GEO, FL_2018_000112_GEO, FF_2012_000120_GEO, FL_2020_000175_GEO","FL_2005_000065_GEO, FL_2015_000071_GEO, FL_2019_000047_GEO, FL_2022_000287_TCD, FL_2022_000261_GEO","FF_2011_000071_GEO, FL_2018_000112_GEO, FF_2012_000120_GEO, FF_2013_000084_GEO, FL_2020_000175_GEO",FF_2011_000071_GEO,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000014_MWI,"FL_2015_000006_MWI, FL_1997_000025_MWI, FL_2012_000210_MWI, FL_2006_000013_MWI, FL_2001_000019_MOZ","FL_1997_000025_MWI, FL_2012_000210_MWI, FL_2006_000013_MWI, FL_2002_000808_MWI, FL_2001_000025_MWI","FL_2015_000006_MWI, FL_1997_000025_MWI, FL_2012_000210_MWI, FL_2006_000013_MWI, FL_2001_000019_MOZ",FL_2015_000006_MWI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000135_ZMB,"FL_2013_000023_ZMB, FL_2013_000024_MKD, FL_2012_000075_VEN, FF_2012_000101_GAB, FL_2000_000735_VEN","FL_1998_000053_ZMB, FF_2020_000240_ZMB, FL_2013_000023_ZMB, FL_2016_000044_CHN, FF_2011_000143_SSD","FL_2013_000023_ZMB, FL_2013_000024_MKD, FL_2012_000075_VEN, FF_2012_000101_GAB, FL_2000_000735_VEN",FL_2013_000023_ZMB,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2021_000001_MYS,"FL_1998_000255_TUR, FL_2007_000222_MYS, FL_2000_000476_NPL, FF_2009_000204_TUN, FL_2004_000059_AFG","FL_2007_000222_MYS, FL_2013_000023_ZMB, FL_2013_000076_PRY, FL_2010_000161_MYS, FL_2022_000379_MYS","FL_1998_000255_TUR, FL_2007_000222_MYS, FL_2000_000476_NPL, FF_2009_000204_TUN, FL_2004_000059_AFG",FL_1998_000255_TUR,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2019_000048_TZA,"FL_2005_000062_TZA, FL_2014_000053_TZA, FL_1998_000112_TZA, FL_1997_000049_TZA, FF_2014_000009_TZA","FL_2021_000204_BRA, FL_2017_000002_MYS, FL_2006_000058_TJK, FL_2020_000125_TZA, FL_1997_000049_TZA","FL_2005_000062_TZA, FL_2014_000053_TZA, FL_1998_000112_TZA, FL_1997_000049_TZA, FF_2014_000009_TZA",FL_2005_000062_TZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000190_TUN,"FF_2009_000204_TUN, FL_2003_000585_MKD, FF_2020_000204_TUN, FL_1999_000349_SLV, FL_2010_000149_GTM","FF_2007_000185_TUN, FF_2018_000158_TUN, FL_2021_000123_CAF, FF_2009_000204_TUN, FL_2010_000176_MRT","FF_2009_000204_TUN, FL_2003_000585_MKD, FF_2020_000204_TUN, FL_1999_000349_SLV, FL_2010_000149_GTM",FF_2009_000204_TUN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2019_000064_SDN,"FL_2017_000088_SDN, FL_2010_000139_SDN, FL_2011_000120_SDN, FL_2001_000417_SDN, FL_1998_000251_SDN","FL_2005_000129_SDN, FL_2003_000368_SDN, FL_2005_000175_SDN, FL_2008_000125_SDN, FL_2008_000207_SDN","FL_2017_000088_SDN, FL_2010_000139_SDN, FL_2001_000417_SDN, FL_1998_000251_SDN, FL_2011_000120_SDN",FL_2017_000088_SDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000062_SSD,"FL_2012_000172_MLI, FL_2020_000193_SSD, FL_2010_000195_MLI, FL_2021_000145_BEN, FL_2011_000129_MLI","FL_2014_000123_SSD, FL_2021_000108_SSD, FF_2018_000118_LAO, FL_2020_000193_SSD, FF_2011_000143_SSD","FL_2012_000172_MLI, FL_2020_000193_SSD, FL_2010_000195_MLI, FL_2021_000145_BEN, FL_2011_000129_MLI",FL_2012_000172_MLI,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2021_000095_MMR,"FL_2011_000107_MMR, FL_2017_000091_MMR, FL_1997_000177_MMR, FL_2020_000172_MMR, FL_2019_000081_MMR","FL_2005_000160_MMR, FL_2014_000154_IDN, FL_2017_000137_SSD, FL_2016_000058_MMR, FL_2010_000076_COL","FL_2011_000107_MMR, FL_1997_000177_MMR, FL_2017_000091_MMR, FL_2020_000172_MMR, FL_2019_000081_MMR",FL_2011_000107_MMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000145_TZA,"FL_2014_000053_TZA, FL_1998_000112_TZA, FL_2006_000065_TZA, FL_2005_000062_TZA, FL_2006_000164_TZA","FL_2016_000130_VCT, FL_2021_000108_SSD, FL_1998_000112_TZA, FL_2005_000062_TZA, FL_2015_000088_IRN","FL_2014_000053_TZA, FL_1998_000112_TZA, FL_2006_000065_TZA, FL_2005_000062_TZA, FL_2006_000164_TZA",FL_2014_000053_TZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000136_SLV,"FL_2005_000103_SLV, FL_2008_000103_SLV, FL_2022_000331_SLV, FL_2008_000191_SLV, FL_2010_000089_AZE","FL_2005_000103_SLV, FL_2010_000240_VEN, FL_2007_000153_GHA, FL_2007_000132_BFA, FL_2017_000002_MYS","FL_2005_000103_SLV, FL_2008_000103_SLV, FL_2022_000331_SLV, FL_2008_000191_SLV, FL_2010_000089_AZE",FL_2005_000103_SLV,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2020_000011_MOZ,"FL_2017_000012_MOZ, FL_1997_000026_MOZ, FL_2013_000008_MOZ, FL_2013_000104_MLI, FL_2001_000082_ZWE","FL_2003_000020_MOZ, FL_1997_000026_MOZ, FL_2017_000083_GIN, FL_1999_000071_MOZ, FF_2007_000049_TJK","FL_2017_000012_MOZ, FL_1997_000026_MOZ, FL_2013_000008_MOZ, FL_2013_000104_MLI, FL_2001_000082_ZWE",FL_2017_000012_MOZ,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2019_000160_COG,"FL_2012_000153_IDN, FL_2011_000038_KAZ, FL_2009_000242_IRQ, FL_2006_000130_KHM, FL_2010_000259_AUS","FL_2007_000206_COG, FL_2006_000172_COG, FL_2023_000001_COG, FF_2012_000196_COG, FF_2021_000198_COG","FL_2012_000153_IDN, FL_2011_000038_KAZ, FL_2009_000242_IRQ, FL_2006_000130_KHM, FL_2010_000259_AUS",FL_2012_000153_IDN,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2019_000167_BDI,"FL_2011_000037_BDI, FL_2006_000190_BDI, FL_2014_000019_BDI, LS_2010_000040_UGA, FL_2015_000176_BDI","FL_2006_000190_BDI, FL_2008_000187_BDI, FL_2015_000065_GHA, FL_2009_000075_BDI, FL_2017_000095_GHA","FL_2011_000037_BDI, FL_2006_000190_BDI, FL_2014_000019_BDI, LS_2010_000040_UGA, FL_2015_000176_BDI",FL_2011_000037_BDI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000276_GMB,"FL_1998_000329_BEN, FL_2007_000151_TCD, FL_2003_000196_ARG, FL_2012_000200_BFA, FL_2007_000153_GHA","FF_2007_000113_GMB, FL_1999_000286_GMB, FL_2009_000177_GMB, FL_2012_000175_GMB, FL_2014_000073_RUS","FL_1998_000329_BEN, FL_2007_000151_TCD, FL_2003_000196_ARG, FL_2012_000200_BFA, FL_2007_000153_GHA",FL_1998_000329_BEN,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2020_000168_MNG,"FF_2021_000098_MNG, FL_2002_000540_DZA, FF_2012_000115_RUS, FL_2000_000083_ZWE, FL_2005_000111_ROM","FL_2003_000350_MNG, FF_2021_000098_MNG, FF_2012_000107_SLB, FF_2011_000071_GEO, FL_2018_000092_MNG","FF_2021_000098_MNG, FL_2002_000540_DZA, FF_2012_000115_RUS, FL_2000_000083_ZWE, FL_2005_000111_ROM",FF_2021_000098_MNG,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,20%,0.0
FL_2022_000336_VNM,"FL_1999_000574_VNM, FL_2005_000184_VNM, FL_2003_000505_VNM, FL_2013_000142_VNM, FL_1999_000428_VNM","FL_1998_000316_VNM, FL_2013_000142_VNM, FL_2000_000408_VNM, FL_1991_000009_VNM, FL_2017_000088_SDN","FL_1999_000574_VNM, FL_2005_000184_VNM, FL_2003_000505_VNM, FL_2013_000142_VNM, FL_1999_000428_VNM",FL_1999_000574_VNM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000208_IRQ,"FL_2003_000585_MKD, FL_2013_000159_VCT, FL_2018_000414_IRQ, FL_2010_000096_IDN, FL_1991_000011_CHN","FL_2019_000052_SRB, FF_2011_000049_IRQ, FL_2021_000061_MYS, FL_2021_000108_SSD, FL_2018_000414_IRQ","FL_2003_000585_MKD, FL_2018_000414_IRQ, FL_2013_000159_VCT, FL_2010_000096_IDN, FL_1991_000011_CHN",FL_2003_000585_MKD,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2023_000001_COG,"FF_2013_000100_RUS, FL_2022_000249_CIV, FL_2007_000130_CIV, FL_2014_000073_RUS, FF_2012_000196_COG","FL_2006_000172_COG, FL_2007_000206_COG, FL_2019_000160_COG, FF_2021_000198_COG, FF_2012_000196_COG","FF_2013_000100_RUS, FL_2022_000249_CIV, FL_2007_000130_CIV, FL_2014_000073_RUS, FF_2012_000196_COG",FF_2013_000100_RUS,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2021_000007_SYR,"FL_2010_000031_PRT, FL_2010_000072_RUS, FL_2009_000140_MNG, FL_2011_000038_KAZ, FL_2003_000350_MNG","FL_2014_000014_SYC, FL_2014_000168_MYS, FL_2013_000142_VNM, FL_2018_000144_PRK, FL_2017_000083_GIN","FL_2010_000031_PRT, FL_2010_000072_RUS, FL_2009_000140_MNG, FL_2011_000038_KAZ, FL_2003_000350_MNG",FL_2010_000031_PRT,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2020_000156_UKR,"FL_2021_000084_TCD, FL_2006_000050_ARG, FL_2007_000127_MRT, FL_2008_000155_CHL, FL_2001_000390_POL","FL_2006_000085_UKR, FL_1998_000359_UKR, FL_2006_000030_SRB, FL_2019_000011_IDN, FL_2002_000607_ALB","FL_2021_000084_TCD, FL_2006_000050_ARG, FL_2007_000127_MRT, FL_2008_000155_CHL, FL_2001_000390_POL",FL_2021_000084_TCD,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
LS_2022_000283_LKA,"LS_2015_000135_LKA, FL_1999_000161_LKA, FL_2014_000070_LKA, FF_2009_000160_LKA, FL_2017_000057_LKA","FF_2007_000008_LKA, FL_2017_000057_LKA, FL_2014_000162_LKA, FL_1999_000031_LKA, FL_2014_000070_LKA","LS_2015_000135_LKA, FL_1999_000161_LKA, FL_2014_000070_LKA, FL_2017_000057_LKA, FF_2009_000160_LKA",LS_2015_000135_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000019_PER,"FL_2006_000031_PER, FL_2007_000009_PER, FL_2015_000011_PER, FL_2002_000077_PER, FL_2009_000261_PER","FL_2013_000076_PRY, FL_2001_000117_PER, FL_2022_000254_PAK, FL_2013_000023_ZMB, FF_2021_000198_COG","FL_2006_000031_PER, FL_2007_000009_PER, FL_2002_000077_PER, FL_2015_000011_PER, FL_2009_000261_PER",FL_2006_000031_PER,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
