Target Event,Latent Top-5,Domain Top-5,Hybrid Top-5,Key Match ID,Key Match ΔR,Physical Interpretation,Overlap @ 5,RMR @ 5,Avg ΔR @ 5
FL_2021_000127_NER,"FL_2012_000141_NER, FL_2017_000078_NER, FL_2009_000174_NER, FL_2022_000316_NER, FL_2022_000254_PAK","FL_2006_000133_NER, FL_2022_000316_NER, FL_2007_000147_NER, FL_2009_000174_NER, FL_2017_000078_NER","FL_2012_000141_NER, FL_2009_000174_NER, FL_2017_000078_NER, FL_2022_000316_NER, FL_2022_000254_PAK",FL_2012_000141_NER,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2019_000104_THA,"FL_2002_000641_THA, FL_2005_000153_THA, FL_2010_000152_THA, FF_2009_000107_THA, FL_2001_000450_THA","FL_2006_000125_THA, FL_2013_000083_THA, FL_2007_000199_THA, FL_2010_000152_THA, FL_2015_000064_IND","FL_2002_000641_THA, FL_2005_000153_THA, FL_2010_000152_THA, FF_2009_000107_THA, FL_2001_000450_THA",FL_2002_000641_THA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000173_IDN,"FL_2000_000258_IDN, FL_2014_000154_IDN, FL_2012_000153_IDN, FL_1997_000207_SYC, FL_2013_000070_IND","FF_2009_000069_IDN, LS_2016_000051_IDN, FL_2002_000054_IDN, FF_2006_000069_IDN, FF_2005_000067_IDN","FL_2000_000258_IDN, FL_2014_000154_IDN, FL_2012_000153_IDN, FL_1997_000207_SYC, FL_2013_000070_IND",FL_2000_000258_IDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2019_000133_SOM,"FL_2013_000052_SOM, FL_2013_000141_SOM, FL_2015_000040_SOM, FL_2021_000051_SOM, FL_2015_000145_SOM","FL_2008_000185_SOM, FF_2020_000221_SOM, FL_1997_000265_SOM, FL_2008_000091_SOM, FL_2012_000173_SOM","FL_2013_000052_SOM, FL_2015_000040_SOM, FL_2013_000141_SOM, FL_2021_000051_SOM, FL_2015_000145_SOM",FL_2013_000052_SOM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000119_CMR,"FL_2013_000123_CMR, FF_2017_000122_CMR, FL_2007_000149_CMR, FL_2012_000157_CMR, FL_2020_000195_CMR","FL_2007_000149_CMR, FL_2014_000121_CMR, FL_2013_000123_CMR, FL_2004_000055_TJK, FL_2012_000183_COL","FL_2013_000123_CMR, FF_2017_000122_CMR, FL_2007_000149_CMR, FL_2012_000157_CMR, FL_2020_000195_CMR",FL_2013_000123_CMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000162_MYS,"FL_2022_000265_YEM, FL_2016_000075_BGD, FL_2021_000147_THA, FL_2003_000220_NAM, FL_2003_000389_BFA","FL_2010_000161_MYS, FL_2011_000021_MYS, FL_2021_000061_MYS, FL_2006_000189_MYS, FL_2006_000062_THA","FL_2022_000265_YEM, FL_2016_000075_BGD, FL_2021_000147_THA, FL_2003_000220_NAM, FL_2003_000389_BFA",FL_2022_000265_YEM,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2018_000043_TZA,"FL_2014_000053_TZA, FL_2008_000011_TZA, FL_2020_000125_TZA, FL_1997_000049_TZA, FL_2006_000164_TZA","FL_2020_000202_GIN, FL_2010_000046_MOZ, FL_2015_000169_KEN, FL_2003_000624_HTI, FL_2014_000053_TZA","FL_2014_000053_TZA, FL_2008_000011_TZA, FL_2020_000125_TZA, FL_1997_000049_TZA, FL_2006_000164_TZA",FL_2014_000053_TZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000277_SDN,"FL_2012_000129_SDN, FL_2013_000104_MLI, FL_2014_000098_SDN, FL_1998_000251_SDN, FL_2010_000195_MLI","FL_2005_000129_SDN, FL_2020_000176_SDN, FL_2008_000125_SDN, FL_2016_000072_SDN, FL_2003_000368_SDN","FL_2012_000129_SDN, FL_2013_000104_MLI, FL_2014_000098_SDN, FL_1998_000251_SDN, FL_2010_000195_MLI",FL_2012_000129_SDN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2018_000058_COL,"FL_2014_000163_COL, FL_2005_000194_COL, FL_2006_000044_COL, FL_2008_000076_COL, FL_2013_000030_COL","FL_2015_000056_COL, FL_2013_000030_COL, FL_2015_000064_IND, FL_2004_000021_COL, FL_2018_000092_MNG","FL_2014_000163_COL, FL_2005_000194_COL, FL_2006_000044_COL, FL_2008_000076_COL, FL_2013_000030_COL",FL_2014_000163_COL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000105_BGD,"FF_2020_000123_YEM, FL_2022_000217_BGD, FL_2000_000083_ZWE, FL_2004_000044_BGD, FF_2006_000039_YEM","FL_2002_000536_MMR, FL_2002_000402_BGD, FL_2005_000176_BGD, FL_2011_000093_BGD, FL_2006_000131_BGD","FF_2020_000123_YEM, FL_2022_000217_BGD, FL_2000_000083_ZWE, FL_2004_000044_BGD, FF_2006_000039_YEM",FF_2020_000123_YEM,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,40%,0.0
FL_2020_000237_LKA,"FL_2010_000196_LKA, FL_2014_000162_LKA, FL_2016_000050_LKA, FL_2017_000057_LKA, FL_2018_000060_LKA","FL_1999_000031_LKA, FL_2008_000079_LKA, FL_2018_000092_MNG, FL_2019_000167_BDI, FL_2021_000039_BDI","FL_2010_000196_LKA, FL_2014_000162_LKA, FL_2016_000050_LKA, FL_2017_000057_LKA, FL_2018_000060_LKA",FL_2010_000196_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000382_ZAF,"FL_2014_000038_ZAF, FL_2022_000201_ZAF, FL_2015_000042_RWA, FL_2021_000049_RWA, FL_2007_000159_RWA","FL_2009_000133_ZAF, FL_2014_000038_ZAF, FL_2008_000094_ZAF, FL_2022_000201_ZAF, FL_2011_000129_MLI","FL_2014_000038_ZAF, FL_2022_000201_ZAF, FL_2015_000042_RWA, FL_2021_000049_RWA, FL_2007_000159_RWA",FL_2014_000038_ZAF,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,40%,0.0
FL_2021_000051_SOM,"FL_2013_000052_SOM, FL_2011_000161_SOM, FL_2008_000180_NIC, FL_2016_000046_SOM, FL_1998_000179_RUS","FF_2020_000221_SOM, FL_2011_000135_THA, FL_2008_000185_SOM, FL_2012_000173_SOM, FL_2019_000133_SOM","FL_2013_000052_SOM, FL_2011_000161_SOM, FL_2008_000180_NIC, FL_2016_000046_SOM, FL_1998_000179_RUS",FL_2013_000052_SOM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2018_000414_IRQ,"FL_2010_000019_MEX, FL_2021_000208_IRQ, FL_2010_000042_SRB, FF_2013_000029_SRB, FL_2012_000037_PSE","FL_2006_000018_IRQ, FL_2015_000153_IRQ, FF_2011_000049_IRQ, FL_2009_000242_IRQ, FL_2016_000081_GTM","FL_2010_000019_MEX, FL_2021_000208_IRQ, FL_2010_000042_SRB, FF_2013_000029_SRB, FL_2012_000037_PSE",FL_2010_000019_MEX,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2020_000029_TZA,"FL_2020_000125_TZA, FL_2014_000053_TZA, FF_2014_000009_TZA, FL_2019_000048_TZA, FL_1998_000112_TZA","FL_2006_000164_TZA, FL_2005_000062_TZA, FL_1998_000112_TZA, FL_2006_000065_TZA, FL_2016_000011_TZA","FL_2020_000125_TZA, FL_2014_000053_TZA, FF_2014_000009_TZA, FL_1998_000112_TZA, FL_2019_000048_TZA",FL_2020_000125_TZA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000305_GIN,"FL_2020_000202_GIN, FL_2001_000549_GIN, FL_2011_000131_GIN, FL_2009_000178_GIN, FL_2015_000105_GIN","FL_2009_000178_GIN, FF_2011_000071_GEO, FL_2006_000145_GIN, FL_2001_000549_GIN, FL_2003_000293_TLS","FL_2020_000202_GIN, FL_2001_000549_GIN, FL_2009_000178_GIN, FL_2011_000131_GIN, FL_2015_000105_GIN",FL_2020_000202_GIN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000204_BRA,"FL_2013_000157_BRA, FL_2009_000239_BRA, FL_2008_000234_BRA, FL_2011_000002_BRA, FL_2003_000028_BRA","FL_2019_000048_TZA, FL_2017_000002_MYS, FL_2015_000080_MMR, FL_2018_000077_CIV, LS_2022_000224_GTM","FL_2013_000157_BRA, FL_2009_000239_BRA, FL_2008_000234_BRA, FL_2011_000002_BRA, FL_2003_000028_BRA",FL_2013_000157_BRA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000419_PRY,"FL_2002_000322_CHL, FL_2005_000103_SLV, FL_2012_000039_CHL, FL_2008_000069_CHL, FL_2009_000165_CHL","FL_2008_000035_PRY, FL_2009_000226_PRY, FL_2019_000009_ARG, FL_2002_000296_PRY, FL_2021_000161_IND","FL_2002_000322_CHL, FL_2005_000103_SLV, FL_2012_000039_CHL, FL_2008_000069_CHL, FL_2009_000165_CHL",FL_2002_000322_CHL,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2018_000041_SOM,"FL_2016_000046_SOM, FL_2011_000161_SOM, FL_2012_000173_SOM, FF_2009_000229_SOM, FL_2013_000052_SOM","FF_2020_000221_SOM, FF_2020_000055_SOM, FL_2015_000145_SOM, FL_2008_000091_SOM, FL_2010_000041_SOM","FL_2016_000046_SOM, FL_2011_000161_SOM, FL_2012_000173_SOM, FF_2009_000229_SOM, FL_2013_000052_SOM",FL_2016_000046_SOM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000061_MYS,"FL_2011_000108_SEN, FL_2003_000220_NAM, FL_2012_000200_BFA, FL_2022_000276_GMB, FL_1997_000299_PRY","FL_2016_000025_SRB, FF_2020_000158_SRB, FL_2021_000208_IRQ, FL_2011_000021_MYS, FL_2019_000162_MYS","FL_2011_000108_SEN, FL_2003_000220_NAM, FL_2012_000200_BFA, FL_2022_000276_GMB, FL_1997_000299_PRY",FL_2011_000108_SEN,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2019_000054_YEM,"FL_2022_000265_YEM, FL_2021_000110_YEM, FL_2005_000070_YEM, FL_1999_000548_YEM, FL_2021_000043_YEM","FL_2008_000201_YEM, ST_2010_000085_CHN, FL_2005_000070_YEM, FL_2022_000265_YEM, FL_2012_000106_BGD","FL_2022_000265_YEM, FL_2021_000110_YEM, FL_2005_000070_YEM, FL_1999_000548_YEM, FL_2021_000043_YEM",FL_2022_000265_YEM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000020_COL,"FL_2009_000241_COL, FL_2012_000042_COL, FL_2003_000578_COL, FL_2013_000030_COL, FL_2006_000044_COL","FL_2012_000141_NER, FL_2018_000004_COD, FL_2011_000161_SOM, FL_2014_000004_COL, FL_2011_000045_GTM","FL_2009_000241_COL, FL_2012_000042_COL, FL_2003_000578_COL, FL_2013_000030_COL, FL_2006_000044_COL",FL_2009_000241_COL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000054_BDI,"FL_2021_000039_BDI, LS_2010_000040_UGA, FL_2009_000075_BDI, FL_2018_000054_BDI, FL_2015_000176_BDI","FL_2014_000019_BDI, LS_2010_000040_UGA, FF_2022_000209_AFG, FL_2018_000054_BDI, FL_2021_000039_BDI","FL_2021_000039_BDI, LS_2010_000040_UGA, FL_2009_000075_BDI, FL_2018_000054_BDI, FL_2015_000176_BDI",FL_2021_000039_BDI,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000332_BEN,"FL_2021_000145_BEN, FL_2007_000141_NGA, FL_1998_000329_BEN, FL_2007_000165_BEN, FL_2008_000102_CIV","FL_2021_000145_BEN, FL_2007_000141_NGA, FL_2007_000003_PHL, FL_2010_000118_GHA, FL_1997_000199_BEN","FL_2021_000145_BEN, FL_2007_000141_NGA, FL_1998_000329_BEN, FL_2007_000165_BEN, FL_2008_000102_CIV",FL_2021_000145_BEN,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2020_000154_CIV,"FL_2012_000172_MLI, FL_2013_000125_BFA, FL_2019_000131_CIV, FL_1998_000329_BEN, FL_2016_000089_SEN","FL_2019_000131_CIV, FL_1999_000053_PHL, FL_2015_000131_SLE, ST_2010_000085_CHN, FL_2022_000249_CIV","FL_2012_000172_MLI, FL_2019_000131_CIV, FL_2013_000125_BFA, FL_1998_000329_BEN, FL_2016_000089_SEN",FL_2012_000172_MLI,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,20%,0.0
FL_2019_000083_NPL,"SL_2002_000428_NPL, FL_2003_000341_NPL, FL_2008_000104_NPL, FL_2006_000127_NPL, FL_2021_000134_NPL","FL_2020_000165_NPL, FL_2004_000051_NPL, FL_2010_000160_NPL, SL_2002_000428_NPL, FL_2006_000127_NPL","SL_2002_000428_NPL, FL_2003_000341_NPL, FL_2006_000127_NPL, FL_2008_000104_NPL, FL_2021_000134_NPL",SL_2002_000428_NPL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2022_000309_SLE,"FL_2019_000089_SLE, FL_2005_000139_SLE, FL_2022_000321_CAF, FL_2007_000177_SLE, ST_2011_000073_CAF","FL_2007_000177_SLE, FL_2015_000131_SLE, FL_2015_000065_GHA, FL_2011_000107_MMR, FL_2011_000204_PHL","FL_2019_000089_SLE, FL_2005_000139_SLE, FL_2022_000321_CAF, FL_2007_000177_SLE, ST_2011_000073_CAF",FL_2019_000089_SLE,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2020_000212_KHM,"FL_2006_000130_KHM, FL_2000_000438_KHM, FL_1999_000259_KHM, FL_2001_000485_KHM, FL_2008_000246_GUY","FL_2001_000485_KHM, FL_2000_000438_KHM, FL_2006_000130_KHM, FL_2002_000522_KHM, FL_1999_000259_KHM","FL_2006_000130_KHM, FL_2000_000438_KHM, FL_1999_000259_KHM, FL_2001_000485_KHM, FL_2002_000522_KHM",FL_2006_000130_KHM,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.2
FL_2020_000038_EGY,"FL_2001_000620_DZA, FL_2011_000109_PAK, FL_1998_000247_IRN, FL_2014_000122_PAK, FF_2014_000048_KAZ","FL_2011_000183_TZA, FL_1993_000013_PHL, FL_2010_000012_EGY, FL_2016_000114_EGY, FL_2012_000083_HND","FL_2001_000620_DZA, FL_2011_000109_PAK, FL_1998_000247_IRN, FL_2014_000122_PAK, FF_2014_000048_KAZ",FL_2001_000620_DZA,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FF_2020_000055_SOM,"FL_2011_000161_SOM, FL_2016_000046_SOM, FL_2007_000111_GBR, FL_2013_000052_SOM, FL_2010_000162_HND","FF_2018_000041_SOM, FF_2020_000221_SOM, FL_2015_000145_SOM, FL_2014_000150_SOM, FL_2008_000091_SOM","FL_2011_000161_SOM, FL_2016_000046_SOM, FL_2013_000052_SOM, FL_2007_000111_GBR, FL_2010_000162_HND",FL_2011_000161_SOM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2019_000131_CIV,"FL_2009_000170_MRT, FL_2007_000130_CIV, FL_2022_000249_CIV, FL_2017_000052_RUS, FL_2001_000227_RUS","FL_2020_000154_CIV, FL_2018_000077_CIV, FL_2009_000241_COL, FL_2009_000187_CIV, FL_2012_000056_PRY","FL_2009_000170_MRT, FL_2007_000130_CIV, FL_2022_000249_CIV, FL_2017_000052_RUS, FL_2018_000077_CIV",FL_2009_000170_MRT,0.0,Latent-driven match; continuous atmospheric physics dominated.,80%,60%,0.4
FL_2019_000081_MMR,"FL_2016_000058_MMR, FL_1997_000177_MMR, FL_2013_000087_MMR, FL_2015_000080_MMR, FL_2018_000124_MMR","FL_2005_000160_MMR, FL_2010_000115_MMR, FL_2020_000172_MMR, FL_1997_000177_MMR, FL_2017_000091_MMR","FL_2016_000058_MMR, FL_1997_000177_MMR, FL_2013_000087_MMR, FL_2015_000080_MMR, FL_2017_000091_MMR",FL_2016_000058_MMR,0.0,Perfect consensus: strong latent-domain regional alignment.,80%,100%,0.2
FL_2019_000171_LKA,"FL_2021_000057_LKA, FF_2009_000160_LKA, FL_2006_000155_LKA, FL_2014_000070_LKA, FL_2007_000228_LKA","FL_1999_000031_LKA, LS_2015_000135_LKA, FL_2007_000052_LKA, FL_2018_000060_LKA, FL_2000_000741_LKA","FL_2021_000057_LKA, FF_2009_000160_LKA, FL_2006_000155_LKA, FL_2014_000070_LKA, FL_2007_000228_LKA",FL_2021_000057_LKA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000242_COL,"LS_2010_000190_COL, FL_2010_000076_COL, FL_2014_000163_COL, FL_2009_000241_COL, FL_2005_000194_COL","FL_2016_000091_NER, FL_2012_000042_COL, FL_2022_000290_SEN, FL_2017_000149_TGO, FL_2006_000192_IDN","LS_2010_000190_COL, FL_2010_000076_COL, FL_2014_000163_COL, FL_2009_000241_COL, FL_2005_000194_COL",LS_2010_000190_COL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
LS_2022_000224_GTM,"FL_2011_000045_GTM, FL_2021_000078_GTM, FL_2016_000081_GTM, FL_2019_000094_GTM, FL_2017_000130_GTM","FL_2010_000102_CRI, FL_2009_000117_GTM, FL_2021_000204_BRA, ST_2012_000061_VNM, FL_2017_000002_MYS","FL_2011_000045_GTM, FL_2021_000078_GTM, FL_2016_000081_GTM, FL_2019_000094_GTM, FL_2017_000130_GTM",FL_2011_000045_GTM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000192_TCD,"FL_2001_000521_TCD, FL_2022_000287_TCD, FL_1998_000251_SDN, FL_2016_000060_IND, FL_2009_000186_TCD","FL_1999_000265_TCD, FL_2001_000521_TCD, FL_2009_000186_TCD, FL_2012_000151_TCD, FL_2007_000151_TCD","FL_2001_000521_TCD, FL_2022_000287_TCD, FL_1998_000251_SDN, FL_2016_000060_IND, FL_2009_000186_TCD",FL_2001_000521_TCD,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,60%,0.0
FL_2022_000312_BGR,"FL_2004_000100_PAN, FL_2008_000011_TZA, FL_2007_000086_PAN, FF_2014_000009_TZA, FL_2004_000115_PAN","FL_2006_000045_HUN, FL_2005_000098_BGR, SL_2002_000428_NPL, FL_2005_000168_NPL, FL_2008_000168_NPL","FL_2004_000100_PAN, FL_2008_000011_TZA, FL_2007_000086_PAN, FF_2014_000009_TZA, FL_2004_000115_PAN",FL_2004_000100_PAN,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2021_000078_GTM,"FL_2012_000098_GTM, FL_2011_000045_GTM, LS_2022_000224_GTM, FL_2016_000081_GTM, FL_1999_000235_IRN","FL_2008_000166_GTM, FL_2019_000094_GTM, FL_2013_000023_ZMB, FL_2007_000194_GTM, FL_2009_000117_GTM","FL_2012_000098_GTM, FL_2011_000045_GTM, LS_2022_000224_GTM, FL_2016_000081_GTM, FL_1999_000235_IRN",FL_2012_000098_GTM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2018_000124_MMR,"FL_1997_000177_MMR, FL_2019_000081_MMR, FL_2013_000087_MMR, FL_2020_000172_MMR, FL_2016_000058_MMR","FL_2013_000087_MMR, FL_2016_000050_LKA, FL_2021_000097_BGD, FL_2021_000039_BDI, FL_2014_000053_TZA","FL_1997_000177_MMR, FL_2013_000087_MMR, FL_2019_000081_MMR, FL_2020_000172_MMR, FL_2016_000058_MMR",FL_1997_000177_MMR,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000093_NGA,"FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2022_000271_NGA, FL_2018_000120_NGA, FL_2012_000138_NGA","FL_2005_000150_NGA, FL_2007_000123_NGA, FL_1998_000392_IND, FL_2003_000455_NGA, FL_2005_000153_THA","FL_2007_000123_NGA, FL_2017_000126_NGA, FL_2022_000271_NGA, FL_2018_000120_NGA, FL_2012_000138_NGA",FL_2007_000123_NGA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2019_000101_NER,"FL_2009_000174_NER, FL_2011_000122_NER, FL_2007_000147_NER, FL_2006_000133_NER, FL_2017_000078_NER","FL_2014_000115_NER, FL_2011_000122_NER, FL_2015_000123_NER, FL_2016_000091_NER, FL_2009_000174_NER","FL_2009_000174_NER, FL_2011_000122_NER, FL_2007_000147_NER, FL_2006_000133_NER, FL_2017_000078_NER",FL_2009_000174_NER,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2018_000077_CIV,"FL_2007_000130_CIV, FL_2009_000187_CIV, FL_2019_000131_CIV, FL_2020_000154_CIV, FL_2013_000076_PRY","FL_2007_000130_CIV, FL_2009_000187_CIV, FL_2017_000002_MYS, FL_2022_000249_CIV, FL_1992_000008_PAK","FL_2007_000130_CIV, FL_2009_000187_CIV, FL_2019_000131_CIV, FL_2020_000154_CIV, FL_2013_000076_PRY",FL_2007_000130_CIV,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2019_000032_BOL,"FL_2014_000008_BOL, FL_2009_000045_BOL, FL_2003_000012_BOL, FL_1997_000022_BOL, FL_2011_000020_BOL","FL_2003_000621_BOL, FL_2009_000045_BOL, FL_2010_000008_BOL, FL_2011_000020_BOL, FL_2002_000110_BOL","FL_2014_000008_BOL, FL_2009_000045_BOL, FL_2003_000012_BOL, FL_1997_000022_BOL, FL_2011_000020_BOL",FL_2014_000008_BOL,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2020_000161_BGD,"FL_1998_000203_BGD, FL_2012_000106_BGD, FL_2007_000129_PAK, FL_1997_000164_BGD, FL_2008_000096_BGD","FL_2000_000617_BGD, FF_2007_000080_BGD, FL_1997_000164_BGD, FL_2006_000131_BGD, FL_2021_000134_NPL","FL_1998_000203_BGD, FL_2012_000106_BGD, FL_2007_000129_PAK, FL_1997_000164_BGD, FL_2008_000096_BGD",FL_1998_000203_BGD,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FF_2020_000221_SOM,"FL_2008_000185_SOM, FL_2014_000150_SOM, FF_2009_000229_SOM, FL_2013_000052_SOM, FL_2008_000201_YEM","FL_1997_000265_SOM, FL_2019_000133_SOM, FL_2008_000185_SOM, FL_2012_000173_SOM, FL_2015_000145_SOM","FL_2008_000185_SOM, FL_2014_000150_SOM, FF_2009_000229_SOM, FL_2013_000052_SOM, FL_2008_000201_YEM",FL_2008_000185_SOM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,80%,0.0
FL_2022_000287_TCD,"FL_2022_000249_CIV, FL_2009_000170_MRT, FL_2018_000140_MLI, FF_2013_000100_RUS, FL_2009_000247_MYS","FL_2021_000152_GEO, FL_2012_000141_NER, FL_1999_000265_TCD, FL_2011_000181_VEN, FL_2020_000192_TCD","FL_2022_000249_CIV, FL_2009_000170_MRT, FL_2018_000140_MLI, FF_2013_000100_RUS, FL_2009_000247_MYS",FL_2022_000249_CIV,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2019_000058_TJK,"FF_2011_000066_TJK, FF_2007_000049_TJK, FL_2017_000079_TJK, FL_2004_000055_TJK, FL_2018_000065_TJK","FF_2011_000066_TJK, FL_2005_000090_TJK, FL_2009_000095_TJK, FL_2015_000123_NER, FL_2017_000079_TJK","FF_2011_000066_TJK, FF_2007_000049_TJK, FL_2017_000079_TJK, FL_2018_000065_TJK, FL_2004_000055_TJK",FF_2011_000066_TJK,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2021_000097_BGD,"FF_2020_000156_UKR, FL_2008_000094_ZAF, FL_2021_000084_TCD, FL_2008_000155_CHL, FL_2006_000050_ARG","FL_2000_000617_BGD, FF_2007_000080_BGD, FL_2018_000124_MMR, FL_2011_000093_BGD, FL_2008_000096_BGD","FF_2020_000156_UKR, FL_2008_000094_ZAF, FL_2021_000084_TCD, FL_2008_000155_CHL, FL_2006_000050_ARG",FF_2020_000156_UKR,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2021_000147_THA,"FL_2006_000062_THA, FL_2010_000152_THA, FF_2009_000107_THA, FL_2011_000135_THA, FL_2001_000450_THA","FL_2015_000081_PHL, FL_2020_000164_IND, FL_2005_000153_THA, FF_2012_000102_PHL, FL_2008_000250_THA","FL_2006_000062_THA, FL_2010_000152_THA, FF_2009_000107_THA, FL_2011_000135_THA, FL_2001_000450_THA",FL_2006_000062_THA,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2021_000189_BIH,"FL_2005_000063_SRB, FL_2011_000061_DOM, FL_2002_000367_SRB, FL_2010_000026_DOM, FL_2004_000028_DOM","FL_2005_000110_BIH, FF_2020_000153_BIH, FF_2018_000158_TUN, FL_2009_000044_BIH, FL_2022_000378_BIH","FL_2005_000063_SRB, FL_2011_000061_DOM, FL_2002_000367_SRB, FL_2010_000026_DOM, FL_2004_000028_DOM",FL_2005_000063_SRB,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,0%,0.0
FL_2022_000213_IND,"FL_2016_000060_IND, FL_2017_000064_IND, FF_2007_000083_IND, FL_1997_000337_IND, FL_2019_000084_IND","FL_2005_000182_IND, FL_2002_000374_IND, FL_1999_000371_IND, FL_2006_000070_IND, FL_2008_000089_IND","FL_2016_000060_IND, FL_2017_000064_IND, FF_2007_000083_IND, FL_1997_000337_IND, FL_2019_000084_IND",FL_2016_000060_IND,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FF_2019_000068_VNM,"FF_2017_000101_VNM, FL_1994_000007_VNM, FL_1999_000244_VNM, FL_1990_000004_VNM, FL_2009_000124_VNM","FL_1999_000574_VNM, FL_2014_000030_PRY, FL_2020_000195_CMR, FL_2013_000024_MKD, FL_1999_000428_VNM","FF_2017_000101_VNM, FL_1994_000007_VNM, FL_1999_000244_VNM, FL_1990_000004_VNM, FL_2009_000124_VNM",FF_2017_000101_VNM,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
FL_2022_000217_BGD,"FL_2007_000129_PAK, FL_2012_000106_BGD, FL_1998_000203_BGD, FL_1997_000164_BGD, FL_2015_000068_BGD","FL_2002_000536_MMR, FL_2007_000129_PAK, FF_2007_000080_BGD, FL_2002_000402_BGD, FL_2000_000617_BGD","FL_2007_000129_PAK, FL_2012_000106_BGD, FL_1998_000203_BGD, FL_1997_000164_BGD, FL_2015_000068_BGD",FL_2007_000129_PAK,0.0,Latent-driven match; continuous atmospheric physics dominated.,100%,80%,0.0
FL_2018_000164_HND,"FL_2012_000083_HND, FL_1999_000324_HND, FL_2022_000328_HND, FL_2008_000191_HND, FL_2003_000481_HND","FL_2008_000191_HND, FL_2003_000481_HND, FL_1999_000324_HND, FL_2022_000328_HND, FL_2017_000160_HND","FL_2012_000083_HND, FL_1999_000324_HND, FL_2022_000328_HND, FL_2008_000191_HND, FL_2003_000481_HND",FL_2012_000083_HND,0.0,Perfect consensus: strong latent-domain regional alignment.,100%,100%,0.0
