latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
29.25,83.0,0.29239,0.6961949,0.75510216,277.1777,100946.74,59334.953,0.007625295,2007-06-16,1000,805.3239,0.007954573,297.92828,0.39204538,0.6112548,-0.07410216,0.7261763,7.6252947,FF-2007-000081-NPL,center
29.25,83.0,0.29239,0.6961949,0.75510216,277.1777,100946.74,59334.953,0.007625295,2007-06-16,850,14241.594,0.007954001,291.135,0.38974297,0.6382642,-0.0902437,0.7478508,7.6252947,FF-2007-000081-NPL,center
29.25,83.0,0.29239,0.6961949,0.75510216,277.1777,100946.74,59334.953,0.007625295,2007-06-16,500,56710.37,0.005428193,269.4359,5.3682427,2.285715,-0.4320724,5.834597,7.6252947,FF-2007-000081-NPL,center
29.25,83.0,0.29239,0.6961949,0.75510216,277.1777,100946.74,59334.953,0.007625295,2007-06-16,250,107506.73,0.00045317088,237.94174,17.0173,-0.60857916,-0.10656428,17.02818,7.6252947,FF-2007-000081-NPL,center
29.25,83.25,0.4815477,0.864362,0.98944926,274.52808,101124.414,55207.242,0.0050240867,2007-06-16,1000,906.7741,0.0070266575,297.76035,0.04871902,1.1939337,0.07166481,1.1949273,5.0240865,FF-2007-000081-NPL,center
29.25,83.25,0.4815477,0.864362,0.98944926,274.52808,101124.414,55207.242,0.0050240867,2007-06-16,850,14336.259,0.007026668,290.94763,0.063623786,1.1680613,0.07192993,1.1697928,5.0240865,FF-2007-000081-NPL,center
29.25,83.25,0.4815477,0.864362,0.98944926,274.52808,101124.414,55207.242,0.0050240867,2007-06-16,500,56712.64,0.005137043,269.37186,4.237131,3.348259,-0.116191626,5.400381,5.0240865,FF-2007-000081-NPL,center
29.25,83.25,0.4815477,0.864362,0.98944926,274.52808,101124.414,55207.242,0.0050240867,2007-06-16,250,107502.16,0.0004652024,237.83936,17.202194,-0.64591646,-0.14198804,17.214317,5.0240865,FF-2007-000081-NPL,center
29.25,83.5,0.59563124,1.2248278,1.3619764,273.10474,101183.734,52736.848,0.003757773,2007-06-16,1000,993.84906,0.0063470453,297.79767,0.6414574,1.2372923,0.14619058,1.3936857,3.757773,FF-2007-000081-NPL,center
29.25,83.5,0.59563124,1.2248278,1.3619764,273.10474,101183.734,52736.848,0.003757773,2007-06-16,850,14415.428,0.006347672,290.91595,0.64254844,1.2179694,0.17414021,1.3770686,3.757773,FF-2007-000081-NPL,center
