subject,predicate,object
Federico_Zandomeneghi,type,owl#Thing
Federico_Zandomeneghi,type,owl#Thing
Federico_Zandomeneghi,type,Person
Federico_Zandomeneghi,type,Animal
Federico_Zandomeneghi,type,Eukaryote
Federico_Zandomeneghi,type,Species
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,m.0dpqdr
Federico_Zandomeneghi,sameAs,118881728
Federico_Zandomeneghi,sameAs,15567636
Federico_Zandomeneghi,sameAs,Q1355820
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,フェデリコ・ザンドメーネギ
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,"Дзандоменеги,_Федерико"
Federico_Zandomeneghi,sameAs,Φεντερίκο_Τσαντομενέγκι
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,p255694806
Federico_Zandomeneghi,sameAs,فيديريكو_زاندومينجى
Federico_Zandomeneghi,sameAs,Federico_Zandomeneghi
Federico_Zandomeneghi,sameAs,Ֆեդերիկո_Ձանդոմենեգի
Federico_Zandomeneghi,sameAs,Федеріко_Дзандоменегі
Federico_Zandomeneghi,sameAs,N7VZ
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Φεντερίκο Τσαντομενέγκι
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,フェデリコ・ザンドメーネギ
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Federico Zandomeneghi
Federico_Zandomeneghi,label,Федеріко Дзандоменегі
Federico_Zandomeneghi,label,"Дзандоменеги, Федерико"
Federico_Zandomeneghi,subject,Category:1917_deaths
Federico_Zandomeneghi,subject,Category:19th-century_Italian_painters
Federico_Zandomeneghi,subject,Category:20th-century_Italian_painters
Federico_Zandomeneghi,subject,Category:Painters_from_Venice
Federico_Zandomeneghi,subject,Category:1841_births
Federico_Zandomeneghi,subject,Category:Italian_expatriates_in_France
Federico_Zandomeneghi,subject,Category:Italian_male_painters
Federico_Zandomeneghi,subject,Category:Italian_Impressionist_painters
Federico_Zandomeneghi,subject,Category:19th-century_Italian_male_artists
Federico_Zandomeneghi,subject,Category:20th-century_Italian_male_artists
Federico_Zandomeneghi,subject,Category:People_from_the_Kingdom_of_Lombardy–Venetia
Federico_Zandomeneghi,wikiPageWikiLink,Durand-Ruel
Federico_Zandomeneghi,wikiPageWikiLink,En_plein_air
Federico_Zandomeneghi,wikiPageWikiLink,Giuseppe_Garibaldi
Federico_Zandomeneghi,wikiPageWikiLink,Paris
Federico_Zandomeneghi,wikiPageWikiLink,United_States
Federico_Zandomeneghi,wikiPageWikiLink,Venice
Federico_Zandomeneghi,wikiPageWikiLink,Telemaco_Signorini
Federico_Zandomeneghi,wikiPageWikiLink,Guglielmo_Ciardi
Federico_Zandomeneghi,wikiPageWikiLink,Alessandro_Zezzos
Federico_Zandomeneghi,wikiPageWikiLink,Expedition_of_the_Thousand
Federico_Zandomeneghi,wikiPageWikiLink,Impressionism
Federico_Zandomeneghi,wikiPageWikiLink,Pierre-Auguste_Renoir
Federico_Zandomeneghi,wikiPageWikiLink,Caffè_Michelangiolo
Federico_Zandomeneghi,wikiPageWikiLink,Titian
Federico_Zandomeneghi,wikiPageWikiLink,Edgar_Degas
Federico_Zandomeneghi,wikiPageWikiLink,Accademia_di_Belle_Arti_di_Venezia
Federico_Zandomeneghi,wikiPageWikiLink,Macchiaioli
Federico_Zandomeneghi,wikiPageWikiLink,Mary_Cassatt
Federico_Zandomeneghi,wikiPageWikiLink,Brera_Academy
Federico_Zandomeneghi,wikiPageWikiLink,Giuseppe_Abbati
Federico_Zandomeneghi,wikiPageWikiLink,Pompeo_Molmenti
Federico_Zandomeneghi,wikiPageWikiLink,Giovanni_Fattori
