subject,predicate,object
Daniele_da_Volterra,type,owl#Thing
Daniele_da_Volterra,type,Person
Daniele_da_Volterra,type,Person
Daniele_da_Volterra,type,Person
Daniele_da_Volterra,type,Person
Daniele_da_Volterra,type,DUL.owl#NaturalPerson
Daniele_da_Volterra,type,Q19088
Daniele_da_Volterra,type,Q215627
Daniele_da_Volterra,type,Q5
Daniele_da_Volterra,type,Q729
Daniele_da_Volterra,type,Animal
Daniele_da_Volterra,type,Animal
Daniele_da_Volterra,type,Eukaryote
Daniele_da_Volterra,type,Eukaryote
Daniele_da_Volterra,type,Species
Daniele_da_Volterra,type,Species
Daniele_da_Volterra,type,Person
Daniele_da_Volterra,type,Artist
Daniele_da_Volterra,sameAs,m.08qhdk
Daniele_da_Volterra,sameAs,19954714
Daniele_da_Volterra,sameAs,p-27581
Daniele_da_Volterra,sameAs,118670999
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Q540489
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,ダニエレ・ダ・ヴォルテッラ
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Даниеле_да_Вольтерра
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Даніэле_да_Вальтэра
Daniele_da_Volterra,sameAs,Ντανιέλε_ντα_Βολτέρρα
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,1089749007
Daniele_da_Volterra,sameAs,p071266895
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,دنیله_دا_وولترا
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Դանիելե_դա_Վոլտերա
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,Данијеле_да_Волтера
Daniele_da_Volterra,sameAs,Даніеле_да_Вольтерра
Daniele_da_Volterra,sameAs,Daniele_da_Volterra
Daniele_da_Volterra,sameAs,4jwZf
Daniele_da_Volterra,name,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Ντανιέλε ντα Βολτέρρα
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,ダニエレ・ダ・ヴォルテッラ
Daniele_da_Volterra,label,Daniele da Volterra
Daniele_da_Volterra,label,Daniele da Volterra
