latitude,longitude,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,mean_sea_level_pressure,surface_pressure,total_precipitation_24hr,time,level,geopotential,specific_humidity,temperature,u_component_of_wind,v_component_of_wind,vertical_velocity,wind_speed,precipitation_mm_24h,event_id,region_label
1.5,37.0,-0.6920843,1.2208697,1.4033899,292.79974,100999.16,88287.44,0.0011087824,2006-04-13,1000,848.8188,0.013683194,299.9199,-0.49774718,1.075941,-0.08464527,1.1854962,1.1087824,FF-2006-000046-KEN,center
1.5,37.0,-0.6920843,1.2208697,1.4033899,292.79974,100999.16,88287.44,0.0011087824,2006-04-13,850,14478.091,0.013450876,290.68735,-2.666444,4.0438633,-0.1965749,4.843837,1.1087824,FF-2006-000046-KEN,center
1.5,37.0,-0.6920843,1.2208697,1.4033899,292.79974,100999.16,88287.44,0.0011087824,2006-04-13,500,57148.832,0.0005933847,267.50793,-2.8815193,-0.56608665,0.053195953,2.936598,1.1087824,FF-2006-000046-KEN,center
1.5,37.0,-0.6920843,1.2208697,1.4033899,292.79974,100999.16,88287.44,0.0011087824,2006-04-13,250,107123.555,8.9551875e-05,232.3774,-0.083415985,10.14633,0.14138198,10.146673,1.1087824,FF-2006-000046-KEN,center
1.5,37.25,0.41004074,1.2313462,1.2978239,293.58804,100942.47,90240.68,0.001017414,2006-04-13,1000,789.60187,0.01416191,300.33743,0.39497072,0.532754,0.060643792,0.6631958,1.0174141,FF-2006-000046-KEN,center
1.5,37.25,0.41004074,1.2313462,1.2978239,293.58804,100942.47,90240.68,0.001017414,2006-04-13,850,14472.485,0.0136807,290.90027,-2.9527192,5.221358,-0.014624804,5.9984274,1.0174141,FF-2006-000046-KEN,center
1.5,37.25,0.41004074,1.2313462,1.2978239,293.58804,100942.47,90240.68,0.001017414,2006-04-13,500,57142.31,0.0006334102,267.31665,-2.518465,-0.6422914,0.05471611,2.5990775,1.0174141,FF-2006-000046-KEN,center
1.5,37.25,0.41004074,1.2313462,1.2978239,293.58804,100942.47,90240.68,0.001017414,2006-04-13,250,107122.32,8.4563144e-05,232.4533,0.046053886,10.1302395,0.14316607,10.130344,1.0174141,FF-2006-000046-KEN,center
1.5,37.5,0.37168837,1.3847524,1.4337683,294.4643,100882.07,92169.4,0.0010544155,2006-04-13,1000,738.69965,0.0146849835,300.68054,0.13411158,1.3267678,0.06286192,1.3335286,1.0544155,FF-2006-000046-KEN,center
1.5,37.5,0.37168837,1.3847524,1.4337683,294.4643,100882.07,92169.4,0.0010544155,2006-04-13,850,14484.027,0.013528291,291.091,-3.9159505,6.092224,-0.075570315,7.242228,1.0544155,FF-2006-000046-KEN,center
1.5,37.5,0.37168837,1.3847524,1.4337683,294.4643,100882.07,92169.4,0.0010544155,2006-04-13,500,57147.29,0.00069544977,267.09265,-2.3459797,-0.63619494,0.018838406,2.4307127,1.0544155,FF-2006-000046-KEN,center
1.5,37.5,0.37168837,1.3847524,1.4337683,294.4643,100882.07,92169.4,0.0010544155,2006-04-13,250,107130.01,7.934078e-05,232.49852,0.22652626,10.176498,0.11319089,10.179019,1.0544155,FF-2006-000046-KEN,center
1.5,37.75,-0.1827384,1.6361889,1.6463618,296.01318,100829.22,93891.805,0.0012276191,2006-04-13,1000,692.8673,0.014956586,300.6337,-0.25355405,2.0336437,0.05164802,2.0493894,1.2276192,FF-2006-000046-KEN,center
1.5,37.75,-0.1827384,1.6361889,1.6463618,296.01318,100829.22,93891.805,0.0012276191,2006-04-13,850,14482.598,0.013421846,291.12097,-4.4649253,7.2811913,-0.059835315,8.541154,1.2276192,FF-2006-000046-KEN,center
1.5,37.75,-0.1827384,1.6361889,1.6463618,296.01318,100829.22,93891.805,0.0012276191,2006-04-13,500,57144.54,0.0007846495,266.92487,-2.3640633,-0.5767553,-0.0088300705,2.4334013,1.2276192,FF-2006-000046-KEN,center
1.5,37.75,-0.1827384,1.6361889,1.6463618,296.01318,100829.22,93891.805,0.0012276191,2006-04-13,250,107130.01,7.448949e-05,232.49852,0.27752972,10.092026,0.0901742,10.095841,1.2276192,FF-2006-000046-KEN,center
1.5,38.0,-0.569626,2.0657263,2.1428251,296.63046,100809.64,94692.55,0.0006446596,2006-04-13,1000,683.64,0.015116272,300.664,-0.6846962,2.2144346,0.04462385,2.3178718,0.64465964,FF-2006-000046-KEN,center
1.5,38.0,-0.569626,2.0657263,2.1428251,296.63046,100809.64,94692.55,0.0006446596,2006-04-13,850,14488.095,0.013647436,291.13205,-4.468293,6.8963413,-0.012630224,8.21737,0.64465964,FF-2006-000046-KEN,center
1.5,38.0,-0.569626,2.0657263,2.1428251,296.63046,100809.64,94692.55,0.0006446596,2006-04-13,500,57148.832,0.00084707025,266.91064,-2.1609755,-0.40605676,-0.059606075,2.1987946,0.64465964,FF-2006-000046-KEN,center
1.5,38.0,-0.569626,2.0657263,2.1428251,296.63046,100809.64,94692.55,0.0006446596,2006-04-13,250,107135.22,7.502547e-05,232.47044,0.16571522,10.031687,0.06448126,10.033055,0.64465964,FF-2006-000046-KEN,center
1.5,38.25,-0.46197033,2.3036928,2.349557,297.83734,100763.83,96191.72,0.00032122433,2006-04-13,1000,645.2099,0.015035064,300.7398,-0.4506476,2.4253573,0.005313158,2.4668686,0.32122433,FF-2006-000046-KEN,center
1.5,38.25,-0.46197033,2.3036928,2.349557,297.83734,100763.83,96191.72,0.00032122433,2006-04-13,850,14493.15,0.013031749,291.11432,-4.551369,6.389466,-0.066705525,7.8447585,0.32122433,FF-2006-000046-KEN,center
1.5,38.25,-0.46197033,2.3036928,2.349557,297.83734,100763.83,96191.72,0.00032122433,2006-04-13,500,57148.66,0.0008275339,267.03934,-2.0733423,-0.39386392,-0.08909893,2.1104212,0.32122433,FF-2006-000046-KEN,center
1.5,38.25,-0.46197033,2.3036928,2.349557,297.83734,100763.83,96191.72,0.00032122433,2006-04-13,250,107138.69,7.03597e-05,232.43977,-0.034374237,9.804411,0.07197499,9.804471,0.32122433,FF-2006-000046-KEN,center
1.5,38.5,-0.2681901,2.0956593,2.1127503,297.82758,100745.15,96965.41,0.0004288517,2006-04-13,1000,622.1923,0.015145274,300.9768,-0.2731185,2.3626504,-0.016868353,2.378384,0.4288517,FF-2006-000046-KEN,center
