era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FL_2022_000249_CIV,0.68867946,0.023997791,1.1393077,0.027340868
FL_2012_000172_MLI,0.5826596,0.004509715,1.0092568,0.0045514605
FL_2020_000154_CIV,0.5897348,0.005088239,0.8812828,0.0044841776
FL_2001_000180_IRN,0.53997326,0.0021072815,1.051287,0.0022153577
FL_2019_000131_CIV,0.5037368,0.0010520509,1.0697787,0.0011254615
FL_2010_000049_AGO,0.50453705,0.001068884,1.0373266,0.0011087818
FL_2021_000173_IDN,0.5029981,0.001036725,1.0521748,0.001090816
FL_2010_000150_MEX,0.50582826,0.0010965562,0.91553116,0.0010039314
FL_2007_000057_URY,0.49703777,0.00092022476,1.0575228,0.00097315863
FL_2018_000140_MLI,0.49379808,0.00086197356,1.087024,0.00093698595
FL_2009_000007_ZWE,0.48276097,0.00068757724,1.2341189,0.0008485521
FL_2014_000030_PRY,0.49415904,0.0008682953,0.95569146,0.00082982244
FL_2013_000125_BFA,0.48903805,0.00078239583,0.8623751,0.00067471864
FL_2014_000154_IDN,0.47503495,0.00058513443,1.0975909,0.00064223824
FF_2007_000100_MLI,0.4753721,0.0005893007,1.0798652,0.0006363653
FL_2004_000116_CAF,0.4786895,0.00063174084,0.968065,0.00061156624
FL_2010_000195_MLI,0.4773898,0.0006147966,0.9309933,0.00057237153
FL_2013_000098_NER,0.46967244,0.000522337,1.0638182,0.0005556716
FL_2009_000170_MRT,0.45890185,0.00041418857,1.0719237,0.00044397856
FL_2015_000056_COL,0.47979057,0.0006464234,0.6777223,0.0004380955
FL_1998_000085_IRN,0.45242858,0.00035933565,1.214582,0.0004364426
FL_2009_000132_GHA,0.46071303,0.000430829,1.0064578,0.00043361122
FL_2021_000051_SOM,0.45851576,0.00041071704,0.995649,0.00040893
FL_2012_000129_SDN,0.46143222,0.00043760185,0.8644121,0.00037826833
FL_2018_000034_BLR,0.4516919,0.0003535273,1.0691061,0.0003779582
FL_2012_000157_CMR,0.44448745,0.00030101978,1.1864815,0.0003571544
FL_2015_000123_NER,0.45280024,0.00036229848,0.98117614,0.00035547864
FL_2019_000022_IRN,0.4476964,0.0003234714,1.0586665,0.00034244833
FL_2017_000054_BFA,0.4515463,0.00035238953,0.9450916,0.00033304037
FL_2018_000077_CIV,0.44651115,0.0003150091,1.0218611,0.00032189552
FL_1998_000251_SDN,0.4462853,0.0003134194,1.0143452,0.00031791546
FL_2010_000242_AGO,0.44321394,0.00029250555,1.0821137,0.00031652427
FL_2011_000122_NER,0.44736448,0.0003210813,0.9444471,0.00030324428
FL_2006_000120_BFA,0.44335777,0.00029345613,0.9378729,0.00027522456
