era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FL_2021_000039_BDI,0.832378,0.15966354,1.2704644,0.20284685
FL_2018_000054_BDI,0.7954854,0.10146634,1.0532981,0.10687431
FL_2008_000187_BDI,0.7750393,0.0782055,1.155045,0.09033088
FL_2020_000054_BDI,0.7453007,0.05288291,1.3460938,0.07118536
FL_2009_000075_BDI,0.7311065,0.043632146,1.2345905,0.053867836
FL_2015_000176_BDI,0.7347661,0.045866042,1.0790763,0.04949296
FL_2006_000190_BDI,0.7155123,0.03516988,1.1094652,0.03901976
FL_2011_000037_BDI,0.7013366,0.028791558,1.1070511,0.031873725
LS_2010_000040_UGA,0.68602073,0.023087261,1.3749326,0.03174343
FL_2019_000167_BDI,0.70923316,0.032202557,0.9626349,0.030999305
FL_2014_000019_BDI,0.66635233,0.017259937,1.2851391,0.02218142
FL_2020_000206_COD,0.35391825,3.0833984e-05,1.1711531,3.6111316e-05
FL_2003_000647_TLS,0.36365062,4.0442996e-05,0.8652221,3.4992172e-05
FF_2013_000113_ROM,0.33754128,1.9198573e-05,1.0839274,2.0809859e-05
FL_2009_000147_NIC,0.33669513,1.8722696e-05,0.8448585,1.581803e-05
FL_2012_000068_DOM,0.33733794,1.908323e-05,0.8218999,1.5684505e-05
FL_2007_000209_PNG,0.32477263,1.305552e-05,0.9532343,1.244497e-05
FL_2010_000121_DOM,0.3247726,1.3055508e-05,0.882486,1.1521303e-05
FL_2020_000242_COL,0.33056477,1.5579935e-05,0.71954685,1.12104935e-05
FL_2007_000144_LBR,0.31516126,9.667813e-06,0.9315804,9.006346e-06
TC_2011_000152_DMA,0.3157266,9.842645e-06,0.8970628,8.829471e-06
FL_2008_000099_NIC,0.31333625,9.122345e-06,0.8944963,8.159904e-06
FL_2009_000100_DOM,0.31087413,8.430356e-06,0.86396134,7.2835014e-06
FF_2021_000189_BIH,0.30823582,7.741607e-06,0.86494565,6.6960692e-06
FL_2010_000036_CYP,0.3000529,5.9153226e-06,1.1013455,6.5148142e-06
FL_2011_000107_MMR,0.30965662,8.105946e-06,0.7719877,6.2576905e-06
FL_2009_000080_AFG,0.30744088,7.5442504e-06,0.71726865,5.4112543e-06
FL_2015_000080_MMR,0.29554078,5.0836325e-06,0.8473781,4.307759e-06
FL_2016_000071_LBR,0.28988454,4.190352e-06,0.9491206,3.977149e-06
FL_2011_000170_COL,0.29635853,5.2260584e-06,0.7465065,3.9012866e-06
FL_2007_000106_IDN,0.28420871,3.4385387e-06,1.0456324,3.5954474e-06
LS_2016_000051_IDN,0.27987903,2.9491962e-06,1.0794344,3.1834638e-06
FL_1999_000233_SVK,0.28737116,3.8408893e-06,0.8194021,3.1472327e-06
FL_2008_000010_BRA,0.27975318,2.935961e-06,1.060112,3.1124475e-06
FL_2005_000048_AFG,0.28627124,3.6963854e-06,0.82380277,3.0450926e-06
FL_2003_000571_DOM,0.28411794,3.4275715e-06,0.86020947,2.9484295e-06
FL_2007_000035_AFG,0.27231783,2.242646e-06,1.1958965,2.6819723e-06
FF_2008_000178_DZA,0.2846811,3.4961215e-06,0.76485074,2.674011e-06
FL_2009_000089_BRA,0.27186733,2.2058211e-06,1.1619577,2.563071e-06
FL_2002_000478_PRK,0.2733459,2.328764e-06,1.0752475,2.5039976e-06
FL_2010_000062_COD,0.2734328,2.336178e-06,1.0634322,2.484367e-06
FL_2000_000265_COL,0.2803608,3.0003555e-06,0.8007796,2.4026235e-06
FL_2020_000185_PAK,0.2750583,2.4788344e-06,0.88112885,2.1841724e-06
FL_2015_000018_PNG,0.27287403,2.2888746e-06,0.9370276,2.1447386e-06
FL_2005_000020_COL,0.28159833,3.1354562e-06,0.6786322,2.1278215e-06
FL_2006_000030_SRB,0.27036464,2.086887e-06,1.0018575,2.0907635e-06
FF_2021_000032_TLS,0.27038497,2.0884565e-06,0.9377379,1.9584247e-06
