era5_event_id,cnn_similarity_score,cnn_likelihood,cnn_prior,cnn_bayesian_score
FL_2019_000022_IRN,0.82653487,0.14880304,1.0586665,0.1575328
FL_2001_000180_IRN,0.725113,0.040184334,1.051287,0.04224527
FL_1998_000085_IRN,0.6418928,0.011874764,1.214582,0.014422875
FL_1999_000235_IRN,0.55204,0.0026284838,0.9705135,0.0025509791
FL_1998_000359_UKR,0.5449891,0.0023114167,1.056951,0.0024430542
FF_2008_000202_MAR,0.5384115,0.00204712,1.1602039,0.0023750765
FL_2001_000375_IRN,0.53573203,0.001947494,1.1824139,0.002302744
FF_2022_000274_IRN,0.51454294,0.001300817,0.9809513,0.0012760381
FL_2009_000034_MAR,0.504116,0.0010599974,1.1234176,0.0011908197
FL_2007_000217_SRB,0.4977607,0.00093369745,1.0599597,0.0009896816
TC_2018_000413_IND,0.4943529,0.0008717078,1.1231616,0.0009790687
FL_2015_000088_IRN,0.48544902,0.0007268357,1.2218759,0.00088810304
FL_2008_000035_PRY,0.48998123,0.00079761713,1.1032531,0.0008799736
FL_2011_000020_BOL,0.49677226,0.0009153209,0.8232307,0.00075352023
FL_2003_000012_BOL,0.48082143,0.0006604473,0.90733224,0.00059924513
FL_2018_000092_MNG,0.4640638,0.00046320885,0.9576843,0.00044360783
FL_2019_000131_CIV,0.45673677,0.00039505702,1.0697787,0.0004226236
FL_2015_000153_IRQ,0.45766938,0.00040319815,0.9319408,0.00037575682
FL_2003_000350_MNG,0.45318514,0.00036538998,0.85291606,0.000311647
FL_2002_000479_CZE,0.43970507,0.0002701561,1.0375426,0.00028029847
FL_2009_000140_MNG,0.4418716,0.00028376642,0.91512454,0.0002596816
FL_1998_000165_CHN,0.43495718,0.00024236226,0.9735208,0.00023594471
FL_2019_000034_BOL,0.4379993,0.0002598569,0.8007893,0.00020809063
FL_2006_000172_COG,0.42899153,0.00021109947,0.9309407,0.00019652108
FL_1997_000166_ROM,0.41803297,0.00016296915,1.1558106,0.00018836148
TC_2011_000095_PHL,0.4278053,0.00020533438,0.70320135,0.00014439141
ST_2012_000077_CHN,0.4243245,0.00018922618,0.7226183,0.0001367383
FL_2010_000008_BOL,0.41328448,0.00014537542,0.9249973,0.00013447188
FL_2001_000453_IRN,0.3991325,0.00010260554,1.2152617,0.00012469258
TC_2011_000119_PHL,0.419868,0.0001702659,0.6620514,0.00011272478
FL_2011_000148_KHM,0.39971918,0.00010412376,1.0589485,0.0001102617
FL_2012_000153_IDN,0.4056612,0.00012067982,0.889682,0.000107366664
FL_2013_000131_KHM,0.3983375,0.0001005801,1.0643681,0.00010705426
FL_2013_000020_BOL,0.40915453,0.00013148424,0.8128738,0.00010688009
FL_2005_000098_BGR,0.40027434,0.000105578976,1.0094669,0.00010657848
FL_2006_000010_BOL,0.40172586,0.0001094707,0.8803898,9.637688e-05
FL_2002_000500_IRN,0.38156646,6.541871e-05,1.278652,8.364776e-05
FL_2010_000245_MAR,0.39065692,8.278568e-05,0.9379498,7.764881e-05
FL_2001_000029_BOL,0.3946226,9.158397e-05,0.8475766,7.7624434e-05
FL_2012_000066_COM,0.37629583,5.692383e-05,1.1605301,6.606182e-05
FL_2012_000110_IND,0.3793044,6.164231e-05,0.9083701,5.5994034e-05
FL_2010_000259_AUS,0.3809201,6.431896e-05,0.8544154,5.4955115e-05
FL_2010_000012_EGY,0.37750167,5.8774473e-05,0.9297521,5.464569e-05
FL_2011_000190_AGO,0.3673998,4.481148e-05,1.2067723,5.4077256e-05
FL_1999_000651_CHN,0.38535196,7.22064e-05,0.7318989,5.2847783e-05
FL_2009_000045_BOL,0.37705058,5.8075922e-05,0.879085,5.1053674e-05
FL_2007_000130_CIV,0.36962935,4.760631e-05,1.0619783,5.055687e-05
TC_2012_000020_MDG,0.365072,4.2051877e-05,1.1492827,4.8329493e-05
FL_2011_000059_CHN,0.38356584,6.8928566e-05,0.6954059,4.7933332e-05
FL_2010_000072_RUS,0.37352997,5.2875504e-05,0.8621805,4.558823e-05
FL_2001_000332_IND,0.3692642,4.7138077e-05,0.9017205,4.2505373e-05
FL_2002_000020_IRN,0.36544454,4.2482963e-05,0.9974481,4.237455e-05
FL_2010_000242_AGO,0.36005402,3.661648e-05,1.0821137,3.9623195e-05
FL_2008_000089_IND,0.36860532,4.6303725e-05,0.84409976,3.9084964e-05
FL_2012_000043_KGZ,0.35173598,2.8984643e-05,1.2305489,3.566702e-05
FL_2020_000200_BFA,0.36014462,3.670872e-05,0.9510621,3.491227e-05
FL_2012_000098_GTM,0.35816973,3.4744724e-05,0.98310935,3.4157863e-05
FL_2008_000091_SOM,0.35792547,3.4508503e-05,0.9762243,3.368804e-05
FL_1997_000530_PER,0.376164,5.6724697e-05,0.59043515,3.3492255e-05
FL_2016_000060_IND,0.35596925,3.2668173e-05,0.97984266,3.200967e-05
FL_2007_000154_MEX,0.34886873,2.6706712e-05,1.166687,3.1158375e-05
FL_2014_000030_PRY,0.35589135,3.259675e-05,0.95569146,3.1152435e-05
FL_2003_000621_BOL,0.35675424,3.3395772e-05,0.93203217,3.1125935e-05
FL_2015_000085_VEN,0.35372263,3.0663978e-05,0.9985374,3.061913e-05
FL_2018_000077_CIV,0.3528896,2.994943e-05,1.0218611,3.0604155e-05
FF_2007_000070_CHN,0.37504455,5.505904e-05,0.53722847,2.9579283e-05
FL_2005_000002_GUY,0.35010785,2.7670592e-05,1.0314466,2.8540737e-05
FL_2006_000120_BFA,0.35205302,2.9246958e-05,0.9378729,2.742993e-05
TC_2012_000127_CHN,0.3632531,4.000305e-05,0.6831463,2.7327937e-05
FL_2004_000036_MKD,0.34731707,2.5542375e-05,1.0687752,2.7299056e-05
FL_2010_000125_IND,0.35178372,2.902401e-05,0.9209713,2.6730278e-05
FL_2003_000229_LKA,0.353801,3.0731993e-05,0.8598722,2.6425587e-05
FL_2006_000068_CHN,0.36123216,3.783242e-05,0.69276685,2.6209045e-05
FL_2011_000038_KAZ,0.34873477,2.6604337e-05,0.9732226,2.5891943e-05
FL_2006_000130_KHM,0.34506574,2.3934175e-05,1.0445652,2.5000807e-05
FL_1997_000144_CHN,0.352902,2.9959954e-05,0.79028535,2.3676912e-05
FL_2018_000015_BOL,0.3495972,2.7269632e-05,0.8681344,2.3673705e-05
TC_2011_000081_MEX,0.33547804,1.8056806e-05,1.2672529,2.288254e-05
FL_2009_000172_BFA,0.34570882,2.4383979e-05,0.9374597,2.2858998e-05
FF_2020_000158_SRB,0.34273112,2.2363274e-05,0.95050156,2.1256326e-05
FL_2005_000081_CHN,0.34635308,2.4842231e-05,0.83118075,2.0648384e-05
FL_2016_000009_IDN,0.3382821,1.9624124e-05,1.025528,2.0125088e-05
FL_2007_000138_UGA,0.33954167,2.0367177e-05,0.97131336,1.978291e-05
FL_2015_000064_IND,0.34559137,2.4301264e-05,0.79790676,1.9390143e-05
FL_2014_000073_RUS,0.33866006,1.9844485e-05,0.9137501,1.81329e-05
FL_2017_000054_BFA,0.33603692,1.8359886e-05,0.9450916,1.7351775e-05
FL_2008_000126_TCD,0.333695,1.711973e-05,1.0066837,1.7234153e-05
FL_2022_000356_ETH,0.34454817,2.3577591e-05,0.70584893,1.6642218e-05
FF_2018_000030_KEN,0.33991498,2.0592213e-05,0.8036416,1.654876e-05
FL_1991_000011_CHN,0.33374313,1.7144439e-05,0.92558706,1.586867e-05
FL_2009_000113_CHN,0.33483484,1.7713584e-05,0.87226456,1.5450933e-05
